Date,BTC_usd,BTC_Volume
2017-05-14,1800.859985,437196000
2017-05-15,1808.439941,731529024
2017-05-16,1741.699951,959044992
2017-05-17,1726.72998,1064729984
2017-05-18,1818.699951,894321024
2017-05-19,1897.369995,1157289984
2017-05-20,1984.23999,961336000
2017-05-21,2067.030029,1147859968
2017-05-22,2043.189941,1942220032
2017-05-23,2191.560059,1378749952
2017-05-24,2321.370117,1725379968
2017-05-25,2446.23999,2406700032
2017-05-26,2320.889893,1763480064
2017-05-27,2196.27002,1700480000
2017-05-28,2054.080078,1147139968
2017-05-29,2159.429932,994625024
2017-05-30,2255.360107,1443970048
2017-05-31,2187.189941,1544829952
2017-06-01,2288.330078,1653180032
2017-06-02,2404.030029,1317030016
2017-06-03,2493.719971,1514950016
2017-06-04,2547.790039,1355120000
2017-06-05,2512.399902,1369309952
2017-06-06,2690.840088,2089609984
2017-06-07,2869.379883,1517709952
2017-06-08,2720.48999,1281170048
2017-06-09,2807.439941,1348950016
2017-06-10,2828.139893,2018889984
2017-06-11,2942.409912,1752400000
2017-06-12,2953.219971,2569530112
2017-06-13,2680.909912,1781200000
2017-06-14,2716.879883,1696560000
2017-06-15,2499.580078,2026259968
2017-06-16,2469.570068,1195190016
2017-06-17,2514.01001,1534509952
2017-06-18,2655.350098,1178659968
2017-06-19,2549.030029,1446840064
2017-06-20,2591.26001,1854189952
2017-06-21,2709.429932,1626579968
2017-06-22,2691.030029,1097939968
2017-06-23,2707.340088,961318976
2017-06-24,2738.52002,982750016
2017-06-25,2607.25,1161100032
2017-06-26,2590.570068,1663280000
2017-06-27,2478.449951,1489789952
2017-06-28,2553.030029,1183869952
2017-06-29,2567.560059,949979008
2017-06-30,2539.23999,860273024
2017-07-01,2492.600098,779913984
2017-07-02,2436.399902,803747008
2017-07-03,2498.560059,964112000
2017-07-04,2561,985516032
2017-07-05,2602.870117,941566016
2017-07-06,2608.100098,761956992
2017-07-07,2608.590088,917411968
2017-07-08,2520.27002,733329984
2017-07-09,2572.610107,527856000
2017-07-10,2525.25,1111200000
2017-07-11,2385.889893,1329760000
2017-07-12,2332.77002,1117410048
2017-07-13,2402.699951,835769984
2017-07-14,2360.590088,882502976
2017-07-15,2230.120117,993608000
2017-07-16,1991.97998,1182870016
2017-07-17,1932.619995,1201760000
2017-07-18,2233.52002,1512450048
2017-07-19,2323.080078,1245100032
2017-07-20,2269.889893,2249260032
2017-07-21,2838.409912,1489449984
2017-07-22,2668.629883,1177129984
2017-07-23,2808.100098,1072840000
2017-07-24,2732.699951,866473984
2017-07-25,2757.5,1460089984
2017-07-26,2577.77002,937404032
2017-07-27,2538.709961,789104000
2017-07-28,2679.72998,1380099968
2017-07-29,2807.02002,803745984
2017-07-30,2724.389893,705942976
2017-07-31,2763.23999,860574976
2017-08-01,2871.300049,1324669952
2017-08-02,2727.129883,1094950016
2017-08-03,2709.560059,804796992
2017-08-04,2806.929932,1002120000
2017-08-05,2897.629883,1945699968
2017-08-06,3257.610107,1105030016
2017-08-07,3212.780029,1482279936
2017-08-08,3370.219971,1752760064
2017-08-09,3420.399902,1468960000
2017-08-10,3341.840088,1515110016
2017-08-11,3373.820068,2021190016
2017-08-12,3650.629883,2219589888
2017-08-13,3880.040039,3159089920
2017-08-14,4066.100098,2463089920
2017-08-15,4326.990234,3258050048
2017-08-16,4200.339844,2272039936
2017-08-17,4384.439941,2553359872
2017-08-18,4324.339844,2941710080
2017-08-19,4137.75,2975820032
2017-08-20,4189.310059,2109769984
2017-08-21,4090.47998,2800890112
2017-08-22,3998.350098,3764239872
2017-08-23,4089.01001,2369819904
2017-08-24,4137.600098,2037750016
2017-08-25,4332.819824,1727970048
2017-08-26,4372.060059,1511609984
2017-08-27,4345.100098,1537459968
2017-08-28,4384.450195,1959330048
2017-08-29,4389.209961,2486080000
2017-08-30,4570.359863,1937849984
2017-08-31,4555.589844,1944930048
2017-09-01,4701.759766,2599079936
2017-09-02,4901.419922,2722139904
2017-09-03,4585.27002,1933190016
2017-09-04,4591.629883,2987330048
2017-09-05,4228.290039,2697969920
2017-09-06,4376.589844,2172100096
2017-09-07,4589.140137,1844620032
2017-09-08,4605.160156,2700890112
2017-09-09,4229.810059,1386230016
2017-09-10,4229.339844,1679090048
2017-09-11,4122.470215,1557330048
2017-09-12,4168.879883,1864530048
2017-09-13,4131.97998,2219409920
2017-09-14,3875.370117,2716310016
2017-09-15,3166.300049,4148069888
2017-09-16,3637.75,1818400000
2017-09-17,3606.280029,1239149952
2017-09-18,3591.090088,1943209984
2017-09-19,4073.790039,1563980032
2017-09-20,3916.360107,1213830016
2017-09-21,3901.469971,1411480064
2017-09-22,3628.02002,1194829952
2017-09-23,3629.919922,928113984
2017-09-24,3796.149902,768014976
2017-09-25,3681.580078,1374210048
2017-09-26,3928.409912,1043740032
2017-09-27,3892.939941,1686880000
2017-09-28,4197.129883,1712320000
2017-09-29,4171.620117,1367049984
2017-09-30,4166.109863,1207449984
2017-10-01,4341.049805,1208210048
2017-10-02,4395.810059,1431730048
2017-10-03,4408.459961,1288019968
2017-10-04,4319.370117,1116770048
2017-10-05,4229.879883,1161769984
2017-10-06,4324.459961,1069939968
2017-10-07,4369.350098,906928000
2017-10-08,4429.669922,1313869952
2017-10-09,4614.52002,1968739968
2017-10-10,4776.209961,1597139968
2017-10-11,4789.25,1222279936
2017-10-12,4829.580078,2791610112
2017-10-13,5464.160156,3615480064
2017-10-14,5643.529785,1669030016
2017-10-15,5835.959961,1976039936
2017-10-16,5687.569824,2008070016
2017-10-17,5741.580078,1821570048
2017-10-18,5603.819824,2399269888
2017-10-19,5583.740234,1780540032
2017-10-20,5708.109863,2354429952
2017-10-21,5996.790039,2207099904
2017-10-22,6036.660156,2034630016
2017-10-23,6006,2401840128
2017-10-24,5935.52002,2735699968
2017-10-25,5524.600098,1966989952
2017-10-26,5747.950195,1905040000
2017-10-27,5899.740234,1710130048
2017-10-28,5787.819824,1403920000
2017-10-29,5754.439941,2859040000
2017-10-30,6114.850098,1772150016
2017-10-31,6132.02002,2311379968
2017-11-01,6440.970215,2870320128
2017-11-02,6777.77002,4653770240
2017-11-03,7087.529785,3369860096
2017-11-04,7164.47998,2483800064
2017-11-05,7404.52002,2380410112
2017-11-06,7403.220215,3111899904
2017-11-07,7023.100098,2326340096
2017-11-08,7141.379883,4602200064
2017-11-09,7446.830078,3226249984
2017-11-10,7173.72998,5208249856
2017-11-11,6618.609863,4908680192
2017-11-12,6295.450195,8957349888
2017-11-13,5938.25,6263249920
2017-11-14,6561.47998,3197110016
2017-11-15,6634.759766,4200880128
2017-11-16,7323.240234,5123809792
2017-11-17,7853.569824,4651670016
2017-11-18,7697.209961,3667190016
2017-11-19,7766.029785,3149319936
2017-11-20,8039.069824,3488450048
2017-11-21,8205.740234,4277609984
2017-11-22,8077.950195,3633530112
2017-11-23,8232.379883,4225179904
2017-11-24,8074.02002,5058610176
2017-11-25,8241.709961,4342060032
2017-11-26,8789.040039,5475579904
2017-11-27,9352.719727,5653320192
2017-11-28,9823.429688,6348819968
2017-11-29,10077.40039,11568799744
2017-11-30,9906.790039,8310689792
2017-12-01,10198.59961,6783119872
2017-12-02,10978.29981,5138500096
2017-12-03,11082.7002,6608309760
2017-12-04,11315.40039,6132409856
2017-12-05,11685.7002,6895260160
2017-12-06,11923.40039,12656300032
2017-12-07,14266.09961,17950699520
2017-12-08,17802.90039,21135998976
2017-12-09,16523.30078,13911300096
2017-12-10,15168.40039,13433299968
2017-12-11,15427.40039,12153900032
2017-12-12,16919.80078,14603799552
2017-12-13,17500,12976900096
2017-12-14,16384.59961,13777399808
2017-12-15,16601.30078,14309999616
2017-12-16,17760.30078,12740599808
2017-12-17,19475.80078,13314599936
2017-12-18,19106.40039,14839499776
2017-12-19,19118.30078,16894499840
2017-12-20,17760.30078,22149699584
2017-12-21,16642.40039,16516599808
2017-12-22,15898,22197999616
2017-12-23,13948.7002,13086000128
2017-12-24,14608.2002,11572299776
2017-12-25,13995.90039,10664699904
2017-12-26,14036.59961,13454300160
2017-12-27,16163.5,12487600128
2017-12-28,15864.09961,12336499712
2017-12-29,14695.79981,13025500160
2017-12-30,14681.90039,14452599808
2017-12-31,12897.7002,12136299520
2018-01-01,14112.2002,10291200000
2018-01-02,13625,16846600192
2018-01-03,14978.2002,16871900160
2018-01-04,15270.7002,21783199744
2018-01-05,15477.2002,23840899072
2018-01-06,17462.09961,18314600448
2018-01-07,17527.30078,15866000384
2018-01-08,16476.19922,18413899776
2018-01-09,15123.7002,16659999744
2018-01-10,14588.5,18500800512
2018-01-11,14968.2002,16534099968
2018-01-12,13453.90039,12065699840
2018-01-13,13952.40039,12763599872
2018-01-14,14370.79981,11084099584
2018-01-15,13767.29981,12750799872
2018-01-16,13836.09961,18853799936
2018-01-17,11431.09961,18830600192
2018-01-18,11198.79981,15020399616
2018-01-19,11429.79981,10740400128
2018-01-20,11656.2002,11801700352
2018-01-21,12889.2002,9935179776
2018-01-22,11633.09961,10537400320
2018-01-23,10944.5,9660609536
2018-01-24,10903.40039,9940989952
2018-01-25,11421.7002,8873169920
2018-01-26,11256,9746199552
2018-01-27,11174.90039,7583269888
2018-01-28,11475.29981,8350360064
2018-01-29,11755.5,7107359744
2018-01-30,11306.79981,8637859840
2018-01-31,10108.2002,8041160192
2018-02-01,10237.29981,9959400448
2018-02-02,9142.280273,12726899712
2018-02-03,8852.120117,7263790080
2018-02-04,9175.700195,7073549824
2018-02-05,8270.540039,9285289984
2018-02-06,7051.75,13999800320
2018-02-07,7755.490234,9169280000
2018-02-08,7637.859863,9346750464
2018-02-09,8271.839844,6784820224
2018-02-10,8720.080078,7780960256
2018-02-11,8616.129883,6122189824
2018-02-12,8141.430176,6256439808
2018-02-13,8926.719727,5696719872
2018-02-14,8599.919922,7909819904
2018-02-15,9488.320313,9062540288
2018-02-16,10135.7002,7296159744
2018-02-17,10207.5,8660880384
2018-02-18,11123.40039,8744009728
2018-02-19,10552.59961,7652089856
2018-02-20,11231.79981,9926540288
2018-02-21,11372.2002,9405339648
2018-02-22,10660.40039,8040079872
2018-02-23,9937.070313,7739500032
2018-02-24,10287.7002,6917929984
2018-02-25,9796.419922,5706939904
2018-02-26,9669.429688,7287690240
2018-02-27,10393.90039,6966179840
2018-02-28,10687.2002,6936189952
2018-03-01,10385,7317279744
2018-03-02,10977.40039,7620590080
2018-03-03,11101.90039,6690570240
2018-03-04,11497.40039,6084149760
2018-03-05,11532.40039,6468539904
2018-03-06,11500.09961,6832169984
2018-03-07,10803.90039,8797910016
2018-03-08,9951.44043,7186089984
2018-03-09,9414.69043,8704190464
2018-03-10,9350.589844,5386319872
2018-03-11,8852.780273,6296370176
2018-03-12,9602.929688,6457399808
2018-03-13,9173.040039,5991139840
2018-03-14,9214.650391,6438230016
2018-03-15,8290.759766,6834429952
2018-03-16,8322.910156,5289379840
2018-03-17,8321.910156,4426149888
2018-03-18,7890.52002,6639190016
2018-03-19,8344.120117,6729110016
2018-03-20,8619.669922,6361789952
2018-03-21,8937.480469,6043129856
2018-03-22,8939.44043,5530390016
2018-03-23,8736.25,5954120192
2018-03-24,8901.950195,5664600064
2018-03-25,8612.80957,4569880064
2018-03-26,8498.469727,5921039872
2018-03-27,8200,5378250240
2018-03-28,7836.830078,4935289856
2018-03-29,7979.069824,6361229824
2018-03-30,7171.450195,6289509888
2018-03-31,6892.47998,4553269760
2018-04-01,7003.060059,4532100096
2018-04-02,6844.859863,4333440000
2018-04-03,7102.259766,5499700224
2018-04-04,7456.410156,4936000000
2018-04-05,6848.649902,5639320064
2018-04-06,6815.959961,3766810112
2018-04-07,6630.509766,3976610048
2018-04-08,6919.97998,3652499968
2018-04-09,7044.319824,4894060032
2018-04-10,6795.439941,4272750080
2018-04-11,6843.470215,4641889792
2018-04-12,6955.379883,8906250240
2018-04-13,7901.089844,7764460032
2018-04-14,7874.669922,5191430144
2018-04-15,7999.330078,5244480000
2018-04-16,8337.570313,5631309824
2018-04-17,8071.660156,6900879872
2018-04-18,7944.430176,6529909760
2018-04-19,8159.27002,7063209984
2018-04-20,8286.879883,8438110208
2018-04-21,8848.790039,7548550144
2018-04-22,8925.05957,6629899776
2018-04-23,8794.389648,6925190144
2018-04-24,8934.339844,10678800384
2018-04-25,9701.030273,11083100160
2018-04-26,8867.320313,8970559488
2018-04-27,9290.629883,7566289920
2018-04-28,8939.269531,7805479936
2018-04-29,9346.410156,8853000192
2018-04-30,9426.110352,8673920000
2018-05-01,9251.469727,7713019904
2018-05-02,9104.599609,7558159872
2018-05-03,9233.969727,10207299584
2018-05-04,9695.5,8217829888
2018-05-05,9700.280273,7651939840
2018-05-06,9845.30957,7222280192
2018-05-07,9645.669922,7394019840
2018-05-08,9380.870117,7415869952
2018-05-09,9223.730469,7226890240
2018-05-10,9325.959961,6906699776
2018-05-11,9052.959961,8488520192
2018-05-12,8441.44043,6821380096
2018-05-13,8515.490234,5866379776
2018-05-14,8713.099609,7364149760
2018-05-15,8705.19043,6705710080
2018-05-16,8504.410156,6760220160
2018-05-17,8370.049805,5862530048
2018-05-18,8091.830078,5764190208
2018-05-19,8255.730469,4712399872
2018-05-20,8246.990234,5191059968
2018-05-21,8522.330078,5154990080
2018-05-22,8419.870117,5137010176
2018-05-23,8037.080078,6491120128
2018-05-24,7561.120117,6049220096
2018-05-25,7592.299805,4867829760
2018-05-26,7486.47998,4051539968
2018-05-27,7362.080078,4056519936
2018-05-28,7371.310059,5040600064
2018-05-29,7129.459961,5662660096
2018-05-30,7469.72998,4922540032
2018-05-31,7406.149902,5127130112
2018-06-01,7500.700195,4921460224
2018-06-02,7536.720215,4939299840
2018-06-03,7632.089844,4851760128
2018-06-04,7722.529785,4993169920
2018-06-05,7500.899902,4961739776
2018-06-06,7625.970215,4692259840
2018-06-07,7650.819824,4485799936
2018-06-08,7685.140137,4227579904
2018-06-09,7632.52002,3845220096
2018-06-10,7499.549805,5804839936
2018-06-11,6799.290039,4745269760
2018-06-12,6905.819824,4654380032
2018-06-13,6596.879883,5052349952
2018-06-14,6342.75,5138710016
2018-06-15,6674.080078,3955389952
2018-06-16,6455.450195,3194170112
2018-06-17,6545.529785,3104019968
2018-06-18,6510.069824,4039200000
2018-06-19,6742.390137,4057029888
2018-06-20,6770.759766,3888640000
2018-06-21,6780.089844,3529129984
2018-06-22,6737.879883,5079810048
2018-06-23,6090.100098,3431360000
2018-06-24,6164.279785,4566909952
2018-06-25,6171.970215,5500810240
2018-06-26,6253.549805,3279759872
2018-06-27,6084.399902,3296219904
2018-06-28,6153.160156,3467800064
2018-06-29,5898.129883,3966230016
2018-06-30,6214.220215,4543860224
2018-07-01,6411.680176,4788259840
2018-07-02,6380.379883,4396930048
2018-07-03,6596.660156,4672309760
2018-07-04,6550.870117,4176689920
2018-07-05,6599.709961,4999240192
2018-07-06,6638.689941,4313959936
2018-07-07,6668.709961,3961080064
2018-07-08,6857.799805,3386210048
2018-07-09,6775.080078,3718129920
2018-07-10,6739.209961,4052430080
2018-07-11,6330.77002,3644859904
2018-07-12,6396.779785,3770170112
2018-07-13,6235.029785,3805400064
2018-07-14,6247.5,2923670016
2018-07-15,6272.700195,3285459968
2018-07-16,6357.009766,4725799936
2018-07-17,6739.649902,5961950208
2018-07-18,7315.319824,6103410176
2018-07-19,7378.200195,5111629824
2018-07-20,7467.399902,4936869888
2018-07-21,7352.720215,3726609920
2018-07-22,7417.799805,3695460096
2018-07-23,7414.709961,5132480000
2018-07-24,7716.509766,7277689856
2018-07-25,8379.660156,5845400064
2018-07-26,8176.850098,4899089920
2018-07-27,7950.399902,5195879936
2018-07-28,8169.060059,3988750080
2018-07-29,8205.820313,4107190016
2018-07-30,8221.580078,5551400000
2018-07-31,8181.200195,5287530000
2018-08-01,7769.040039,4797620000
2018-08-02,7634.189941,4214110000
2018-08-03,7562.140137,4627150000
2018-08-04,7438.669922,4268390000
2018-08-05,7031.080078,3679110000
2018-08-06,7062.939941,3925900000
2018-08-07,6958.319824,4682800000
2018-08-08,6746.850098,5064430000
2018-08-09,6305.560059,4267040000
2018-08-10,6571.419922,4528680000
2018-08-11,6185.790039,4047850000
2018-08-12,6283.649902,5665250000
2018-08-13,6341.359863,4083980000
2018-08-14,6287.660156,5301700000
2018-08-15,6221.419922,4895450000
2018-08-16,6294.22998,4328420000
2018-08-17,6340.910156,4992990000
2018-08-18,6583.430176,3984520000
2018-08-19,6422.569824,3311170000
2018-08-20,6500.509766,3665100000
2018-08-21,6301.069824,3377180000
2018-08-22,6486.25,4668110000
2018-08-23,6371.339844,3426180000
2018-08-24,6551.52002,4097820000
2018-08-25,6719.950195,3312600000
2018-08-26,6754.640137,3295500000
2018-08-27,6710.799805,4019000000
2018-08-28,6891.080078,4659940000
2018-08-29,7091.709961,4145880000
2018-08-30,7043.759766,4463250000
2018-08-31,6973.970215,4495650000
2018-09-01,7044.810059,4116050000
2018-09-02,7189.580078,4329540000
2018-09-03,7279.029785,4087760000
2018-09-04,7263,4273640000
2018-09-05,7361.459961,5800460000
2018-09-06,6755.140137,5523470000
2018-09-07,6528.919922,4264680000
2018-09-08,6460.169922,3835060000
2018-09-09,6223.379883,3671890000
2018-09-10,6301.569824,3714100000
2018-09-11,6331.879883,3849910000
2018-09-12,6317.009766,4064230000
2018-09-13,6354.240234,4210910000
2018-09-14,6515.410156,4076220000
2018-09-15,6509.399902,3216300000
2018-09-16,6536.680176,3273730000
2018-09-17,6514.060059,3910780000
2018-09-18,6280.910156,4180090000
2018-09-19,6371.850098,4431340000
2018-09-20,6398.850098,4348110000
2018-09-21,6513.870117,6531940000
2018-09-22,6735.049805,4509660000
2018-09-23,6715.319824,4197500000
2018-09-24,6704.77002,4177310000
2018-09-25,6603.640137,4726180000
2018-09-26,6452.790039,4437300000
2018-09-27,6495.290039,4606810000
2018-09-28,6678.75,5014430000
2018-09-29,6643.100098,4363690000
2018-09-30,6604.709961,4002280000
2018-10-01,6619.850098,4000970000
2018-10-02,6593.240234,3979260000
2018-10-03,6553.859863,3887310000
2018-10-04,6497.910156,3838410000
2018-10-05,6574.149902,3671500000
2018-10-06,6622.450195,3259740000
2018-10-07,6590.680176,3306630000
2018-10-08,6600.189941,3979460000
2018-10-09,6653.080078,3580810000
2018-10-10,6640.290039,3787650000
2018-10-11,6586.740234,5181640000
2018-10-12,6239.25,3783500000
2018-10-13,6278.080078,3064030000
2018-10-14,6288.490234,3085320000
2018-10-15,6292.640137,7370770000
2018-10-16,6601.410156,4074800000
2018-10-17,6590.52002,4088420000
2018-10-18,6542.330078,3924080000
2018-10-19,6478.069824,3578870000
2018-10-20,6460.919922,3379130000
2018-10-21,6490.089844,3253610000
2018-10-22,6486.049805,3672860000
2018-10-23,6472.359863,3716150000
2018-10-24,6478.890137,3424670000
2018-10-25,6484.649902,3230550000
2018-10-26,6468.439941,3306050000
2018-10-27,6480.839844,3393250000
2018-10-28,6482.660156,3445190000
2018-10-29,6492.350098,4199910000
2018-10-30,6337.040039,3781100000
2018-10-31,6336.990234,4191240000
2018-11-01,6318.140137,3789400000
2018-11-02,6378.919922,4234870000
2018-11-03,6387.240234,3658640000
2018-11-04,6365.470215,4390020000
2018-11-05,6363.620117,4174800000
2018-11-06,6433.379883,4700040000
2018-11-07,6468.5,4941260000
2018-11-08,6522.27002,4665260000
2018-11-09,6442.600098,4346820000
2018-11-10,6386.129883,3705320000
2018-11-11,6413.629883,3939060000
2018-11-12,6411.759766,4295770000
2018-11-13,6373.189941,4503800000
2018-11-14,6351.240234,7398940000
2018-11-15,5736.149902,7032140000
2018-11-16,5645.319824,5279320000
2018-11-17,5578.580078,4303150000
2018-11-18,5559.740234,4159680000
2018-11-19,5620.779785,7039560000
2018-11-20,4863.930176,8428290000
2018-11-21,4465.540039,6120120000
2018-11-22,4611.569824,4569370000
2018-11-23,4360.700195,4871490000
2018-11-24,4347.689941,4679500000
2018-11-25,3880.780029,6825640000
2018-11-26,4015.070068,6476900000
2018-11-27,3765.949951,5998720000
2018-11-28,3822.469971,7280280000
2018-11-29,4269.004395,6503347767
2018-11-30,4289.088867,6048016717
2018-12-01,4024.464355,5375314093
2018-12-02,4200.733398,5262697895
2018-12-03,4147.32373,5089570994
2018-12-04,3886.294922,5028069239
2018-12-05,3958.894775,5302481574
2018-12-06,3754.074463,5878333109
2018-12-07,3512.590332,6835615448
2018-12-08,3421.9104,5305024497
2018-12-09,3473.227539,4947372847
2018-12-10,3612.046387,5020968740
2018-12-11,3497.554688,4696765188
2018-12-12,3421.458252,4139364829
2018-12-13,3487.879395,4343372456
2018-12-14,3311.751953,4372763663
2018-12-15,3243.997559,3551763561
2018-12-16,3236.274658,3744248994
2018-12-17,3253.123047,5409247918
2018-12-18,3544.761475,5911325473
2018-12-19,3706.824951,6810689119
2018-12-20,3742.195068,8927129279
2018-12-21,4133.703613,7206015706
2018-12-22,3898.08374,5605823233
2018-12-23,4020.994629,6151275490
2018-12-24,4000.331787,7240968501
2018-12-25,4081.030518,6158207293
2018-12-26,3819.666748,5326547918
2018-12-27,3854.688477,5130222366
2018-12-28,3653.131836,5631554348
2018-12-29,3932.491699,4991655917
2018-12-30,3822.384766,4770578575
2018-12-31,3866.839111,4661840806
2019-01-01,3746.713379,4324200990
2019-01-02,3849.216309,5244856836
2019-01-03,3931.048584,4530215219
2019-01-04,3832.040039,4847965467
2019-01-05,3851.973877,5137609824
2019-01-06,3836.519043,5597027440
2019-01-07,4078.584961,5228625637
2019-01-08,4028.472168,5306593305
2019-01-09,4031.552002,5115905225
2019-01-10,4034.411377,6874143796
2019-01-11,3674.015381,5538712865
2019-01-12,3686.973145,4778170883
2019-01-13,3658.868164,4681302466
2019-01-14,3557.311035,5651384490
2019-01-15,3704.216309,5537192302
2019-01-16,3631.509766,5394457145
2019-01-17,3651.871094,5464420383
2019-01-18,3677.990479,5002961727
2019-01-19,3652.37793,5955691380
2019-01-20,3725.446045,5582489560
2019-01-21,3600.372803,5004347059
2019-01-22,3575.081299,5313623556
2019-01-23,3605.557129,5433755649
2019-01-24,3584.500244,5262869046
2019-01-25,3607.390381,5265847539
2019-01-26,3599.715332,5098183235
2019-01-27,3604.687256,5570752966
2019-01-28,3584.283203,6908930483
2019-01-29,3468.870117,5897159493
2019-01-30,3443.896973,5955112627
2019-01-31,3485.40918,5831198271
2019-02-01,3460.547119,5422926707
2019-02-02,3484.625977,5071623601
2019-02-03,3516.139648,5043937584
2019-02-04,3467.21167,5332718886
2019-02-05,3454.950928,5227549545
2019-02-06,3469.091797,5482196038
2019-02-07,3414.929443,5004962683
2019-02-08,3401.376465,7735623101
2019-02-09,3671.585938,6158833645
2019-02-10,3673.201416,6282256903
2019-02-11,3695.613037,6277056434
2019-02-12,3642.751953,6480384532
2019-02-13,3653.604004,6438903823
2019-02-14,3631.170166,6271044418
2019-02-15,3617.368408,6091952231
2019-02-16,3615.270264,5934744052
2019-02-17,3633.359375,7039512503
2019-02-18,3671.369873,9908216640
2019-02-19,3911.661621,9933626655
2019-02-20,3946.685059,8693373948
2019-02-21,4000.256836,7775128102
2019-02-22,3952.406494,7826525254
2019-02-23,3998.91626,8922258316
2019-02-24,4145.458008,10794227451
2019-02-25,3807.002441,9318796067
2019-02-26,3878.697266,7931218996
2019-02-27,3857.479736,8301309684
2019-02-28,3848.261963,8399767798
2019-03-01,3853.75708,7661247975
2019-03-02,3855.318115,7578786076
2019-03-03,3862.266113,7253558152
2019-03-04,3845.091553,9029175788
2019-03-05,3759.83252,10174126415
2019-03-06,3897.081055,9175291529
2019-03-07,3903.384766,9584165519
2019-03-08,3913.22583,10638638944
2019-03-09,3894.55249,10796103518
2019-03-10,3966.174316,9713267607
2019-03-11,3953.740234,10125901903
2019-03-12,3903.758301,9809887079
2019-03-13,3913.047363,9469184841
2019-03-14,3905.576904,10480789570
2019-03-15,3926.66333,9394210605
2019-03-16,3963.900146,9856166973
2019-03-17,4047.719482,8221625400
2019-03-18,4029.968506,9646954186
2019-03-19,4032.691895,9344919956
2019-03-20,4070.793945,10175916388
2019-03-21,4083.953857,10831212662
2019-03-22,4028.514648,9252935969
2019-03-23,4022.713379,9578850549
2019-03-24,4035.163574,9144851065
2019-03-25,4024.112793,10359818883
2019-03-26,3969.22876,10707678815
2019-03-27,3984.244873,10897131934
2019-03-28,4087.584473,9353915899
2019-03-29,4068.299805,10918665557
2019-03-30,4092.13623,9732688060
2019-03-31,4105.456055,9045122443
2019-04-01,4105.362305,10157794171
2019-04-02,4156.919434,21315047816
2019-04-03,4879.958008,22899891582
2019-04-04,4971.307617,18251810240
2019-04-05,4922.806152,16837325387
2019-04-06,5036.792969,16929795194
2019-04-07,5062.793945,16655416140
2019-04-08,5199.835449,17154113634
2019-04-09,5289.917969,14722104361
2019-04-10,5204.105469,15504590933
2019-04-11,5325.081543,16555616019
2019-04-12,5061.200684,13675206312
2019-04-13,5088.850098,10823289598
2019-04-14,5095.758789,10391952498
2019-04-15,5167.321777,12290155061
2019-04-16,5066.577637,11618660197
2019-04-17,5236.135254,12438480677
2019-04-18,5251.480469,13256489918
2019-04-19,5298.154297,13780238655
2019-04-20,5304.160645,13169647522
2019-04-21,5335.878906,13731844223
2019-04-22,5312.494629,14601631648
2019-04-23,5399.365723,15867308108
2019-04-24,5571.508301,17048033399
2019-04-25,5466.524414,15330283408
2019-04-26,5210.304688,16812108040
2019-04-27,5279.471191,13111274675
2019-04-28,5271.746582,12819992056
2019-04-29,5284.858398,13735490672
2019-04-30,5247.726074,13878964574
2019-05-01,5350.914551,13679528236
2019-05-02,5402.422852,14644460907
2019-05-03,5505.552246,18720780006
2019-05-04,5769.202637,17567780766
2019-05-05,5831.068359,14808830723
2019-05-06,5791.693359,15737171804
2019-05-07,5745.599121,18026409033
2019-05-08,5849.481445,15320605300
2019-05-09,5982.316406,16784645411
2019-05-10,6175.822754,19419875368
2019-05-11,6379.666992,28867562329
2019-05-12,7203.507324,27773333680
2019-05-13,6971.178223,28677672181
2019-05-14,7807.884277,32031452227
2019-05-15,7989.374512,28344112920
2019-05-16,8194.500977,33167197581
2019-05-17,7886.925781,30066644905
2019-05-18,7341.664551,21354286562
2019-05-19,7267.962891,25902422040
2019-05-20,8196.923828,23843404340
2019-05-21,7977.969238,25127245056
2019-05-22,7956.291992,24719473175
2019-05-23,7677.269043,24457107820
2019-05-24,7881.695313,25919126991
2019-05-25,7991.885254,22256813107
2019-05-26,8055.206055,26677970091
2019-05-27,8674.072266,27949839564
2019-05-28,8802.757813,24226919267
2019-05-29,8718.591797,23473479966
2019-05-30,8661.760742,29246528551
2019-05-31,8320.286133,25365190957
2019-06-01,8573.839844,22488303544
2019-06-02,8565.473633,20266216022
2019-06-03,8741.74707,22004511436
2019-06-04,8210.985352,24609731549
2019-06-05,7704.343262,21760923463
2019-06-06,7819.633301,19474611077
2019-06-07,7826.901367,19141423231
2019-06-08,8036.774902,16522722810
2019-06-09,7949.674805,16610726547
2019-06-10,7692.284668,18689275117
2019-06-11,8004.243652,17107279932
2019-06-12,7925.434082,19034432883
2019-06-13,8145.54541,18669407147
2019-06-14,8230.898438,19831162906
2019-06-15,8689.746094,18371033226
2019-06-16,8841.44043,23348550311
2019-06-17,8988.923828,15562951919
2019-06-18,9335.466797,15848210536
2019-06-19,9078.727539,15546809946
2019-06-20,9273.060547,17846823784
2019-06-21,9525.074219,20624008643
2019-06-22,10175.92383,29995204861
2019-06-23,10696.69141,20998326502
2019-06-24,10853.74414,19271652365
2019-06-25,11007.20215,24879684533
2019-06-26,11778.58106,45105733173
2019-06-27,13017.125,39977475223
2019-06-28,11162.16797,35087757766
2019-06-29,12400.76367,29923961128
2019-06-30,11931.99121,27256473494
2019-07-01,10796.93066,29378589324
2019-07-02,10588.68359,31015895223
2019-07-03,10818.15625,30796494294
