Date,Ethereum_Price
2019-03-31,142.139221
2019-04-01,141.465485
2019-04-02,141.839523
2019-04-03,164.008636
2019-04-04,161.431763
2019-04-05,158.020004
2019-04-06,165.511246
2019-04-07,165.977249
2019-04-08,174.449677
2019-04-09,180.222122
2019-04-10,176.067841
2019-04-11,177.342758
2019-04-12,165.335205
2019-04-13,164.622849
2019-04-14,164.476089
2019-04-15,167.897476
2019-04-16,161.52655
2019-04-17,167.553696
2019-04-18,166.913208
2019-04-19,173.787888
2019-04-20,173.718811
2019-04-21,173.715408
2019-04-22,170.017487
2019-04-23,172.007217
2019-04-24,171.349533
2019-04-25,165.914734
2019-04-26,154.579437
2019-04-27,156.270859
2019-04-28,158.499771
2019-04-29,157.291061
2019-04-30,155.172775
2019-05-01,162.186554
2019-05-02,160.853577
2019-05-03,162.075165
2019-05-04,167.887222
2019-05-05,164.015259
2019-05-06,163.337982
2019-05-07,172.427277
2019-05-08,169.904205
2019-05-09,170.951874
2019-05-10,170.312973
2019-05-11,173.139313
2019-05-12,194.163025
2019-05-13,187.417923
2019-05-14,196.738281
2019-05-15,217.010117
2019-05-16,246.941956
2019-05-17,263.848358
2019-05-18,243.911301
2019-05-19,234.449463
2019-05-20,261.267487
2019-05-21,251.647842
2019-05-22,254.995316
2019-05-23,244.665115
2019-05-24,245.987091
2019-05-25,249.694046
2019-05-26,251.724792
2019-05-27,267.141876
2019-05-28,272.590485
2019-05-29,271.779053
2019-05-30,269.55188
2019-05-31,256.015259
2019-06-01,268.43335
2019-06-02,265.512726
2019-06-03,270.088562
2019-06-04,252.511642
2019-06-05,241.49704
2019-06-06,246.925247
2019-06-07,249.335281
2019-06-08,251.249313
2019-06-09,245.540482
2019-06-10,232.830139
2019-06-11,247.862122
2019-06-12,245.925491
2019-06-13,260.913513
2019-06-14,256.179657
2019-06-15,263.934143
2019-06-16,268.901154
2019-06-17,269.090576
2019-06-18,274.320251
2019-06-19,265.056854
2019-06-20,269.407867
2019-06-21,271.743103
2019-06-22,295.115082
2019-06-23,309.416687
2019-06-24,307.722137
2019-06-25,310.678619
2019-06-26,317.992584
2019-06-27,336.9599
2019-06-28,294.143036
2019-06-29,311.284424
2019-06-30,319.584045
2019-07-01,290.268494
2019-07-02,293.537262
2019-07-03,291.764618
2019-07-04,303.025085
2019-07-05,284.38092
2019-07-06,287.893829
2019-07-07,287.603607
2019-07-08,305.734772
2019-07-09,313.325165
2019-07-10,308.851288
2019-07-11,289.945984
2019-07-12,268.692261
2019-07-13,276.289124
2019-07-14,269.281616
2019-07-15,227.965057
2019-07-16,229.748657
2019-07-17,199.066788
2019-07-18,211.444611
2019-07-19,226.6577
2019-07-20,221.412659
2019-07-21,229.167694
2019-07-22,225.698654
2019-07-23,217.568466
2019-07-24,212.553818
2019-07-25,216.969116
2019-07-26,219.628128
2019-07-27,219.61763
2019-07-28,207.413773
2019-07-29,211.123657
2019-07-30,211.339203
2019-07-31,210.492416
2019-08-01,218.554596
2019-08-02,217.88446
2019-08-03,217.895554
2019-08-04,222.580811
2019-08-05,222.650879
2019-08-06,234.24559
2019-08-07,225.925293
2019-08-08,226.518478
2019-08-09,220.908646
2019-08-10,210.530167
2019-08-11,206.732239
2019-08-12,216.055908
2019-08-13,211.342697
2019-08-14,208.603989
2019-08-15,186.683502
2019-08-16,188.644257
2019-08-17,185.531662
2019-08-18,185.841095
2019-08-19,194.55603
2019-08-20,202.813141
2019-08-21,196.621689
2019-08-22,186.941238
2019-08-23,191.106873
2019-08-24,194.671631
2019-08-25,191.234787
2019-08-26,186.73555
2019-08-27,188.950058
2019-08-28,187.495499
2019-08-29,173.958694
2019-08-30,169.489288
2019-08-31,168.887894
2019-09-01,172.458405
2019-09-02,171.697601
2019-09-03,178.357758
2019-09-04,179.491989
2019-09-05,175.966278
2019-09-06,174.172226
2019-09-07,169.955276
2019-09-08,178.282593
2019-09-09,181.362488
2019-09-10,181.212845
2019-09-11,179.839493
2019-09-12,178.803772
2019-09-13,180.975586
2019-09-14,181.321579
2019-09-15,188.068436
2019-09-16,189.689331
2019-09-17,197.114761
2019-09-18,208.050598
2019-09-19,211.247238
2019-09-20,221.069626
2019-09-21,217.897385
2019-09-22,215.486557
2019-09-23,211.713211
2019-09-24,201.842087
2019-09-25,168.133575
2019-09-26,170.756912
2019-09-27,166.651703
2019-09-28,174.680832
2019-09-29,174.612747
2019-09-30,170.461349
2019-10-01,180.209122
2019-10-02,177.22406
2019-10-03,180.703705
2019-10-04,175.238434
2019-10-05,176.94632
2019-10-06,176.36438
2019-10-07,172.940338
2019-10-08,181.113358
2019-10-09,182.036301
2019-10-10,193.191071
2019-10-11,191.801071
2019-10-12,182.534027
2019-10-13,180.861313
2019-10-14,182.028473
2019-10-15,186.977051
2019-10-16,181.343735
2019-10-17,175.906891
2019-10-18,177.988556
2019-10-19,173.649445
2019-10-20,172.974762
2019-10-21,175.52475
2019-10-22,174.90506
2019-10-23,172.262802
2019-10-24,162.514114
2019-10-25,162.189713
2019-10-26,181.667068
2019-10-27,179.932632
2019-10-28,184.397507
2019-10-29,182.67038
2019-10-30,190.336395
2019-10-31,184.797623
2019-11-01,183.803696
2019-11-02,184.018158
2019-11-03,183.994827
2019-11-04,182.319031
2019-11-05,186.309311
2019-11-06,189.113495
2019-11-07,191.504303
2019-11-08,187.924271
2019-11-09,184.311722
2019-11-10,184.943359
2019-11-11,189.50293
2019-11-12,185.564835
2019-11-13,186.942444
2019-11-14,188.272507
2019-11-15,186.058167
2019-11-16,180.4991
2019-11-17,183.35083
2019-11-18,185.041458
2019-11-19,180.502457
2019-11-20,177.415283
2019-11-21,175.673599
2019-11-22,161.50589
2019-11-23,150.212219
2019-11-24,153.430527
2019-11-25,142.697006
2019-11-26,146.404312
2019-11-27,148.39682
2019-11-28,153.069244
2019-11-29,151.7686
2019-11-30,155.286407
2019-12-01,152.491928
2019-12-02,151.175476
2019-12-03,149.058243
2019-12-04,147.918381
2019-12-05,146.686493
2019-12-06,149.396484
2019-12-07,149.197601
2019-12-08,148.743683
2019-12-09,151.224396
2019-12-10,148.179855
2019-12-11,146.320648
2019-12-12,143.615662
2019-12-13,145.655685
2019-12-14,144.953415
2019-12-15,142.86499
2019-12-16,143.139526
2019-12-17,133.647186
2019-12-18,122.656837
2019-12-19,133.05278
2019-12-20,129.384369
2019-12-21,129.095963
2019-12-22,128.098129
2019-12-23,132.306992
2019-12-24,128.629257
2019-12-25,129.068497
2019-12-26,126.486328
2019-12-27,126.368797
2019-12-28,127.213013
2019-12-29,128.266876
2019-12-30,134.796524
2019-12-31,132.612274
2020-01-01,129.630661
2020-01-02,130.820038
2020-01-03,127.411263
2020-01-04,134.168518
2020-01-05,135.072098
2020-01-06,136.305542
2020-01-07,144.311996
2020-01-08,143.487823
2020-01-09,141.155777
2020-01-10,138.967041
2020-01-11,143.409103
2020-01-12,143.032547
2020-01-13,146.220139
2020-01-14,144.251053
2020-01-15,165.734619
2020-01-16,166.332825
2020-01-17,164.48938
2020-01-18,170.747726
2020-01-19,175.46759
2020-01-20,166.904129
2020-01-21,167.060471
2020-01-22,169.608536
2020-01-23,168.2957
2020-01-24,162.899368
2020-01-25,163.067291
2020-01-26,161.176819
2020-01-27,168.00885
2020-01-28,170.884857
2020-01-29,176.347885
2020-01-30,174.917709
2020-01-31,184.736908
2020-02-01,180.11377
2020-02-02,183.532501
2020-02-03,188.607407
2020-02-04,189.861725
2020-02-05,189.299103
2020-02-06,204.1297
2020-02-07,212.315887
2020-02-08,222.510971
2020-02-09,222.982239
2020-02-10,228.549133
2020-02-11,223.384933
2020-02-12,235.898224
2020-02-13,265.052704
2020-02-14,268.023285
2020-02-15,284.56131
2020-02-16,264.904053
2020-02-17,259.890564
2020-02-18,266.50882
2020-02-19,282.036285
2020-02-20,259.819855
2020-02-21,257.891113
2020-02-22,265.551575
2020-02-23,262.278412
2020-02-24,273.705078
2020-02-25,265.283386
2020-02-26,247.740204
2020-02-27,225.687042
2020-02-28,226.98761
2020-02-29,226.83345
2020-03-01,219.752686
2020-03-02,218.711624
2020-03-03,230.523972
2020-03-04,224.565338
2020-03-05,224.641891
2020-03-06,229.168427
2020-03-07,243.750198
2020-03-08,237.780685
2020-03-09,201.318497
2020-03-10,202.863953
2020-03-11,200.768036
2020-03-12,194.738922
2020-03-13,112.689995
2020-03-14,133.582474
2020-03-15,123.246063
2020-03-16,124.996117
2020-03-17,110.406784
2020-03-18,113.857643
2020-03-19,114.839828
2020-03-20,136.649277
2020-03-21,133.101761
2020-03-22,132.851135
2020-03-23,123.365982
2020-03-24,135.194138
2020-03-25,138.914963
2020-03-26,136.190674
2020-03-27,138.369934
2020-03-28,134.032745
2020-03-29,131.015335
2020-03-30,125.577896
2020-03-31,132.820923
2020-04-01,133.61232
2020-04-02,135.732178
2020-04-03,142.110458
2020-04-04,142.215179
2020-04-05,145.261017
2020-04-06,143.608215
2020-04-07,169.147446
2020-04-08,165.240326
2020-04-09,172.761261
2020-04-10,170.829269
2020-04-11,158.538986
2020-04-12,158.232391
2020-04-13,160.720673
2020-04-14,156.355957
2020-04-15,157.565643
2020-04-16,153.200424
2020-04-17,172.279419
2020-04-18,171.618073
2020-04-19,186.861984
2020-04-20,181.480225
2020-04-21,172.017715
2020-04-22,172.670395
2020-04-23,182.620178
2020-04-24,185.222107
2020-04-25,189.207397
2020-04-26,195.413589
2020-04-27,197.475723
2020-04-28,197.273514
2020-04-29,198.465195
2020-04-30,216.909134
2020-05-01,207.901733
2020-05-02,214.230087
2020-05-03,215.352066
2020-05-04,210.890854
2020-05-05,208.013
2020-05-06,206.481354
2020-05-07,203.912857
2020-05-08,212.198242
2020-05-09,213.142166
2020-05-10,211.5522
2020-05-11,188.632187
2020-05-12,185.877335
2020-05-13,189.3741
2020-05-14,198.89151
2020-05-15,202.955399
2020-05-16,195.613388
2020-05-17,200.608871
2020-05-18,207.179779
2020-05-19,214.604935
2020-05-20,213.446243
2020-05-21,210.12915
2020-05-22,199.837112
2020-05-23,207.194489
2020-05-24,208.716064
2020-05-25,201.982651
2020-05-26,205.259567
2020-05-27,201.893005
2020-05-28,208.885437
2020-05-29,219.925049
2020-05-30,220.717209
2020-05-31,242.351379
2020-06-01,230.86026
2020-06-02,246.828186
2020-06-03,237.395218
2020-06-04,244.105286
2020-06-05,244.349594
2020-06-06,241.201355
2020-06-07,241.908081
2020-06-08,245.178574
2020-06-09,246.175018
2020-06-10,244.822067
2020-06-11,247.548538
2020-06-12,231.625458
2020-06-13,237.544617
2020-06-14,238.968185
2020-06-15,234.058304
2020-06-16,229.762299
2020-06-17,234.492371
2020-06-18,232.898697
2020-06-19,231.954971
2020-06-20,226.976364
2020-06-21,229.216141
2020-06-22,229.003372
2020-06-23,242.537018
2020-06-24,244.185928
2020-06-25,235.70285
2020-06-26,232.877487
2020-06-27,229.631485
2020-06-28,222.91449
2020-06-29,225.361435
2020-06-30,227.96843
2020-07-01,226.134583
2020-07-02,231.28891
2020-07-03,229.318954
2020-07-04,225.288483
2020-07-05,228.976196
2020-07-06,227.685013
2020-07-07,240.972595
2020-07-08,239.159973
2020-07-09,246.748291
2020-07-10,242.868011
2020-07-11,241.044785
2020-07-12,239.459641
2020-07-13,242.18187
2020-07-14,239.975616
2020-07-15,240.143646
2020-07-16,238.450912
2020-07-17,233.691391
2020-07-18,232.855682
2020-07-19,235.458298
2020-07-20,238.494873
2020-07-21,236.302505
2020-07-22,245.037262
2020-07-23,262.388641
2020-07-24,274.722687
2020-07-25,279.026367
2020-07-26,303.692383
2020-07-27,309.657928
2020-07-28,321.829742
2020-07-29,316.555359
2020-07-30,318.144989
2020-07-31,334.633728
2020-08-01,345.798615
2020-08-02,385.549866
2020-08-03,371.13385
2020-08-04,386.156464
2020-08-05,389.710815
2020-08-06,401.583862
2020-08-07,395.226868
2020-08-08,379.551575
2020-08-09,395.305237
2020-08-10,391.041504
2020-08-11,395.894714
2020-08-12,380.063812
2020-08-13,390.838104
2020-08-14,428.677277
2020-08-15,437.562988
2020-08-16,433.350586
2020-08-17,433.973755
2020-08-18,429.669617
2020-08-19,423.738586
2020-08-20,406.758911
2020-08-21,416.148773
2020-08-22,389.031097
2020-08-23,395.562836
2020-08-24,391.678986
2020-08-25,408.071686
2020-08-26,383.977448
2020-08-27,386.609863
2020-08-28,382.629578
2020-08-29,395.687592
2020-08-30,399.616699
2020-08-31,428.509003
2020-09-01,434.874451
2020-09-02,477.007874
2020-09-03,440.23999
2020-09-04,384.671631
2020-09-05,388.038391
2020-09-06,335.334564
2020-09-07,353.450256
2020-09-08,353.202271
2020-09-09,337.824921
2020-09-10,351.429321
2020-09-11,368.1185
2020-09-12,374.595398
2020-09-13,387.519287
2020-09-14,365.699585
2020-09-15,377.154022
2020-09-16,364.743988
2020-09-17,365.865784
2020-09-18,389.337494
2020-09-19,384.041656
2020-09-20,385.597992
2020-09-21,371.400146
2020-09-22,341.723816
2020-09-23,344.589905
2020-09-24,320.985016
2020-09-25,349.411438
2020-09-26,352.350891
2020-09-27,354.9599
2020-09-28,357.925934
2020-09-29,354.363007
2020-09-30,360.038513
2020-10-01,360.309143
2020-10-02,352.949677
2020-10-03,346.218628
2020-10-04,346.602234
2020-10-05,352.736816
2020-10-06,353.956482
2020-10-07,340.943085
2020-10-08,342.044647
2020-10-09,351.112885
2020-10-10,365.402466
2020-10-11,370.928436
2020-10-12,374.798737
2020-10-13,387.142944
2020-10-14,381.971466
2020-10-15,379.19223
2020-10-16,377.8685
2020-10-17,366.015717
2020-10-18,368.727539
2020-10-19,378.469635
2020-10-20,379.719696
2020-10-21,369.059418
2020-10-22,391.488617
2020-10-23,414.051331
2020-10-24,409.767242
2020-10-25,412.457642
2020-10-26,406.217987
2020-10-27,393.888184
2020-10-28,403.997101
2020-10-29,388.651062
2020-10-30,386.730255
2020-10-31,382.820038
2020-11-01,386.590332
2020-11-02,396.355988
2020-11-03,383.156036
2020-11-04,387.60321
2020-11-05,402.142944
2020-11-06,414.066711
2020-11-07,454.722565
2020-11-08,435.718811
2020-11-09,453.574158
2020-11-10,444.166382
2020-11-11,449.679657
2020-11-12,462.959534
2020-11-13,461.005493
2020-11-14,474.626434
2020-11-15,460.149902
2020-11-16,447.55899
2020-11-17,464.406647
2020-11-18,480.346832
2020-11-19,479.481018
2020-11-20,471.63147
2020-11-21,509.744598
2020-11-22,549.486633
2020-11-23,558.059509
2020-11-24,608.522766
2020-11-25,603.902039
2020-11-26,570.514893
2020-11-27,519.108093
2020-11-28,517.597351
2020-11-29,538.264587
2020-11-30,575.75708
2020-12-01,615.070313
2020-12-02,587.261597
2020-12-03,598.459229
2020-12-04,616.722778
2020-12-05,569.347656
2020-12-06,596.568665
2020-12-07,601.797119
2020-12-08,591.900818
2020-12-09,554.792908
2020-12-10,573.504028
2020-12-11,559.679199
2020-12-12,545.578552
2020-12-13,568.609863
2020-12-14,589.782471
2020-12-15,586.02179
2020-12-16,589.378662
2020-12-17,636.154175
2020-12-18,642.916992
2020-12-19,654.624207
2020-12-20,659.185059
2020-12-21,638.315186
2020-12-22,609.420532
2020-12-23,634.824585
2020-12-24,584.13562
2020-12-25,611.554565
2020-12-26,626.498047
2020-12-27,635.887146
2020-12-28,683.205811
2020-12-29,730.358704
2020-12-30,731.472839
2020-12-31,751.626648
2021-01-01,737.708374
2021-01-02,730.402649
2021-01-03,774.511841
2021-01-04,977.058838
2021-01-05,1041.498779
2021-01-06,1101.005005
2021-01-07,1208.078369
2021-01-08,1225.967896
2021-01-09,1223.740479
2021-01-10,1280.871094
2021-01-11,1261.622925
2021-01-12,1088.526733
2021-01-13,1043.740967
2021-01-14,1130.231201
2021-01-15,1221.877197
2021-01-16,1171.443115
2021-01-17,1233.453369
2021-01-18,1230.313232
2021-01-19,1257.43457
2021-01-20,1375.248413
2021-01-21,1382.684448
2021-01-22,1118.889038
2021-01-23,1235.267944
2021-01-24,1231.210571
2021-01-25,1390.639893
2021-01-26,1323.741699
2021-01-27,1358.333374
2021-01-28,1251.279785
2021-01-29,1369.086792
2021-01-30,1382.231934
2021-01-31,1376.823608
2021-02-01,1314.855225
2021-02-02,1369.505127
2021-02-03,1514.769653
2021-02-04,1661.170166
2021-02-05,1594.793335
2021-02-06,1717.797485
2021-02-07,1677.605713
2021-02-08,1613.642212
2021-02-09,1746.926147
2021-02-10,1768.039795
2021-02-11,1743.714233
2021-02-12,1783.489136
2021-02-13,1843.986816
2021-02-14,1814.372314
2021-02-15,1804.676758
2021-02-16,1778.945557
2021-02-17,1781.350098
2021-02-18,1848.206299
2021-02-19,1938.859863
2021-02-20,1959.902954
2021-02-21,1918.673096
2021-02-22,1935.557861
2021-02-23,1781.409058
2021-02-24,1571.47644
2021-02-25,1625.393921
2021-02-26,1478.65332
2021-02-27,1446.929443
2021-02-28,1459.860474
2021-03-01,1417.151123
2021-03-02,1564.063477
2021-03-03,1491.451172
2021-03-04,1574.623779
2021-03-05,1541.541748
2021-03-06,1532.372803
2021-03-07,1655.392456
2021-03-08,1724.229248
2021-03-09,1835.148071
2021-03-10,1868.489014
2021-03-11,1798.033936
2021-03-12,1826.546753
2021-03-13,1772.166382
2021-03-14,1923.86377
2021-03-15,1854.08667
2021-03-16,1792.413818
2021-03-17,1807.056152
2021-03-18,1823.158447
2021-03-19,1782.568726
2021-03-20,1817.522705
2021-03-21,1812.606567
2021-03-22,1788.362183
2021-03-23,1690.871826
2021-03-24,1678.002563
2021-03-25,1593.123291
2021-03-26,1595.210083
2021-03-27,1703.036133
2021-03-28,1716.40564
2021-03-29,1691.263184
2021-03-30,1819.466309
2021-03-31,1846.098267
2021-04-01,1919.157227
2021-04-02,1976.932739
2021-04-03,2142.895996
2021-04-04,2027.671265
2021-04-05,2093.260742
2021-04-06,2109.493164
2021-04-07,2117.728516
2021-04-08,1969.133179
2021-04-09,2088.772217
2021-04-10,2071.111572
2021-04-11,2136.156982
2021-04-12,2157.361816
2021-04-13,2139.364258
2021-04-14,2299.3479
2021-04-15,2436.034668
2021-04-16,2516.601807
2021-04-17,2429.980957
2021-04-18,2346.452393
2021-04-19,2238.032715
2021-04-20,2161.939453
2021-04-21,2331.160156
2021-04-22,2357.871094
2021-04-23,2401.256348
2021-04-24,2367.199219
2021-04-25,2214.413818
2021-04-26,2319.478027
2021-04-27,2534.03125
2021-04-28,2664.685547
2021-04-29,2748.649658
2021-04-30,2757.734131
2021-05-01,2772.838379
2021-05-02,2945.560059
2021-05-03,2951.175781
2021-05-04,3431.131592
2021-05-05,3240.554688
2021-05-06,3524.930908
2021-05-07,3490.105225
2021-05-08,3481.988037
2021-05-09,3911.463135
2021-05-10,3924.41333
2021-05-11,3948.271973
2021-05-12,4174.635742
2021-05-13,3828.918457
2021-05-14,3720.122314
2021-05-15,4075.95166
2021-05-16,3641.830811
2021-05-17,3581.343018
2021-05-18,3276.872314
2021-05-19,3382.657227
2021-05-20,2439.638672
2021-05-21,2772.341309
2021-05-22,2436.014648
2021-05-23,2298.367188
2021-05-24,2099.936035
2021-05-25,2649.033203
2021-05-26,2707.052734
2021-05-27,2888.752441
2021-05-28,2742.468994
2021-05-29,2414.067139
2021-05-30,2278.288818
2021-05-31,2387.198486
2021-06-01,2707.560547
2021-06-02,2634.456055
2021-06-03,2708.376221
2021-06-04,2857.165527
2021-06-05,2691.619385
2021-06-06,2629.748779
2021-06-07,2713.047363
2021-06-08,2594.602295
2021-06-09,2510.199219
2021-06-10,2611.142578
2021-06-11,2472.858887
2021-06-12,2354.752197
2021-06-13,2372.690186
2021-06-14,2508.770508
2021-06-15,2587.762695
2021-06-16,2544.864746
2021-06-17,2367.306396
2021-06-18,2374.586914
2021-06-19,2235.15918
2021-06-20,2171.337891
2021-06-21,2245.317871
2021-06-22,1886.667603
2021-06-23,1878.625
2021-06-24,1968.957397
2021-06-25,1989.21582
2021-06-26,1810.884277
2021-06-27,1830.996948
2021-06-28,1981.386475
2021-06-29,2083.44873
2021-06-30,2164.216309
2021-07-01,2274.397461
2021-07-02,2109.892578
2021-07-03,2150.834961
2021-07-04,2226.550293
2021-07-05,2321.922852
2021-07-06,2197.919434
2021-07-07,2323.208496
2021-07-08,2317.949219
2021-07-09,2115.573975
2021-07-10,2146.999756
2021-07-11,2110.875732
2021-07-12,2140.506836
2021-07-13,2034.098389
2021-07-14,1941.167847
2021-07-15,1994.712036
2021-07-16,1916.598389
2021-07-17,1876.881348
2021-07-18,1900.194336
2021-07-19,1893.053589
2021-07-20,1819.082031
2021-07-21,1786.276245
2021-07-22,1994.822876
2021-07-23,2025.105713
2021-07-24,2123.961182
2021-07-25,2187.145508
2021-07-26,2191.309814
2021-07-27,2230.197021
2021-07-28,2302.081299
2021-07-29,2299.011963
2021-07-30,2382.545166
2021-07-31,2461.575684
2021-08-01,2530.462891
2021-08-02,2557.774658
2021-08-03,2609.413086
2021-08-04,2508.544922
2021-08-05,2725.669678
2021-08-06,2827.503418
2021-08-07,2891.70752
2021-08-08,3161.232666
2021-08-09,3012.885742
2021-08-10,3163.050049
2021-08-11,3142.830322
2021-08-12,3164.175781
2021-08-13,3049.001221
2021-08-14,3322.762695
2021-08-15,3266.276123
2021-08-16,3309.422119
2021-08-17,3149.380371
2021-08-18,3011.963623
2021-08-19,3019.126953
2021-08-20,3182.162598
2021-08-21,3286.931641
2021-08-22,3226.227295
2021-08-23,3241.357422
2021-08-24,3324.855469
2021-08-25,3174.269775
2021-08-26,3228.747314
2021-08-27,3096.406006
2021-08-28,3275.104492
2021-08-29,3246.770996
2021-08-30,3227.192627
2021-08-31,3227.758057
2021-09-01,3430.762451
2021-09-02,3825.027832
2021-09-03,3787.486572
2021-09-04,3937.910156
2021-09-05,3886.331055
2021-09-06,3951.520752
2021-09-07,3926.527588
2021-09-08,3428.378174
2021-09-09,3452.54834
2021-09-10,3425.564941
2021-09-11,3209.030518
2021-09-12,3270.291748
2021-09-13,3407.471924
2021-09-14,3286.316406
2021-09-15,3431.217285
2021-09-16,3613.07373
2021-09-17,3569.568115
2021-09-18,3397.422852
2021-09-19,3433.287842
2021-09-20,3329.670654
2021-09-21,2977.310547
2021-09-22,2763.209229
2021-09-23,3077.974365
2021-09-24,3154.562012
2021-09-25,2930.884766
2021-09-26,2926.343018
2021-09-27,3065.837891
2021-09-28,2928.963379
2021-09-29,2809.297607
2021-09-30,2852.558838
2021-10-01,3001.129395
2021-10-02,3308.870361
2021-10-03,3390.767578
2021-10-04,3418.776367
2021-10-05,3381.784424
2021-10-06,3516.570313
2021-10-07,3576.814453
2021-10-08,3587.832764
2021-10-09,3559.997803
2021-10-10,3575.020508
2021-10-11,3419.726807
2021-10-12,3546.477783
2021-10-13,3492.753662
2021-10-14,3604.958984
2021-10-15,3790.154297
2021-10-16,3865.666504
2021-10-17,3829.858887
2021-10-18,3847.72998
2021-10-19,3747.162842
2021-10-20,3877.730957
2021-10-21,4161.713379
2021-10-22,4055.686523
2021-10-23,3971.356445
2021-10-24,4171.855957
2021-10-25,4084.425781
2021-10-26,4217.337891
2021-10-27,4132.17334
2021-10-28,3924.81543
2021-10-29,4288.686523
2021-10-30,4414.243652
2021-10-31,4322.744141
2021-11-01,4288.217285
2021-11-02,4322.500977
2021-11-03,4589.68457
2021-11-04,4604.678711
2021-11-05,4537.42334
2021-11-06,4482.647949
2021-11-07,4523.981934
2021-11-08,4619.649414
2021-11-09,4810.071289
2021-11-10,4733.362793
2021-11-11,4635.453613
2021-11-12,4724.306641
2021-11-13,4666.719238
2021-11-14,4648.632813
2021-11-15,4627.09082
2021-11-16,4570.478027
2021-11-17,4213.910645
2021-11-18,4287.802246
2021-11-19,3995.729492
2021-11-20,4298.350586
2021-11-21,4412.195313
2021-11-22,4266.509277
2021-11-23,4089.68042
2021-11-24,4340.036133
2021-11-25,4271.394531
2021-11-26,4522.208984
2021-11-27,4042.999023
2021-11-28,4101.648926
2021-11-29,4296.946777
2021-11-30,4447.768066
2021-12-01,4623.679688
2021-12-02,4586.333008
2021-12-03,4514.355957
2021-12-04,4227.762207
2021-12-05,4119.628906
2021-12-06,4199
2021-12-07,4358.586914
2021-12-08,4311.674316
2021-12-09,4433.024902
2021-12-10,4113.588379
2021-12-11,3909.667725
2021-12-12,4084.811279
2021-12-13,4136.359863
2021-12-14,3782.822754
2021-12-15,3862.251465
2021-12-16,4020.415039
2021-12-17,3959.012451
2021-12-18,3880.291504
2021-12-19,3960.872314
2021-12-20,3923.695801
2021-12-21,3938.463867
2021-12-22,4018.695801
2021-12-23,3981.96167
2021-12-24,4111.345215
2021-12-25,4049.781982
2021-12-26,4094.151611
2021-12-27,4064.746338
2021-12-28,4037.538086
2021-12-29,3797.436279
2021-12-30,3632.219727
2021-12-31,3713.430176
2022-01-01,3683.047119
2022-01-02,3769.29834
2022-01-03,3829.535645
2022-01-04,3761.361572
2022-01-05,3794.269043
2022-01-06,3549.708984
2022-01-07,3417.837891
2022-01-08,3193.502441
2022-01-09,3091.696289
2022-01-10,3157.570557
2022-01-11,3082.990967
2022-01-12,3238.449951
2022-01-13,3372.10498
2022-01-14,3248.648682
2022-01-15,3309.844238
2022-01-16,3330.387207
2022-01-17,3350.947266
2022-01-18,3212.287598
2022-01-19,3163.850342
2022-01-20,3095.271729
2022-01-21,3002.956787
2022-01-22,2561.145264
2022-01-23,2406.924316
2022-01-24,2535.891113
2022-01-25,2440.393555
2022-01-26,2455.579102
2022-01-27,2467.188477
2022-01-28,2421.646973
2022-01-29,2546.590576
2022-01-30,2598.564941
2022-01-31,2603.263428
2022-02-01,2687.898926
2022-02-02,2791.958984
2022-02-03,2682.226074
2022-02-04,2681.057617
2022-02-05,2984.446045
2022-02-06,3014.959717
2022-02-07,3057.422119
2022-02-08,3143.008545
2022-02-09,3121.182617
2022-02-10,3240.113037
2022-02-11,3077.413086
2022-02-12,2927.386475
2022-02-13,2916.789551
2022-02-14,2880.187744
2022-02-15,2933.729004
2022-02-16,3180.446777
2022-02-17,3126.858398
2022-02-18,2884.340576
2022-02-19,2784.872803
2022-02-20,2763.756592
2022-02-21,2627.665527
2022-02-22,2572.898682
2022-02-23,2639.447021
2022-02-24,2588.16626
2022-02-25,2598.436279
2022-02-26,2764.989502
2022-02-27,2780.504395
2022-02-28,2621.172119
2022-03-01,2919.775879
2022-03-02,2972.471924
2022-03-03,2950.156738
2022-03-04,2834.987305
2022-03-05,2618.473633
2022-03-06,2664.943604
2022-03-07,2555.297607
2022-03-08,2497.721436
2022-03-09,2577.165283
2022-03-10,2729.116455
2022-03-11,2608.27124
2022-03-12,2559.660645
2022-03-13,2573.488037
2022-03-14,2518.486328
2022-03-15,2590.668945
2022-03-16,2620.028564
2022-03-17,2771.964111
2022-03-18,2814.43457
2022-03-19,2944.72168
2022-03-20,2946.547607
2022-03-21,2860.103271
2022-03-22,2897.77417
2022-03-23,2973.14502
2022-03-24,3031.060791
2022-03-25,3108.448975
2022-03-26,3106.405273
2022-03-27,3143.795654
2022-03-28,3292.32251
2022-03-29,3335.02124
2022-03-30,3401.526123
2022-03-31,3385.289307
2022-04-01,3282.576172
2022-04-02,3449.788574
2022-04-03,3444.810547
2022-04-04,3522.36499
2022-04-05,3521.239746
2022-04-06,3411.672119
2022-04-07,3172.197266
2022-04-08,3233.272461
2022-04-09,3191.976074
2022-04-10,3261.291504
2022-04-11,3209.576904
2022-04-12,2981.420654
2022-04-13,3029.87793
2022-04-14,3117.821777
2022-04-15,3020.134521
2022-04-16,3041.123291
2022-04-17,3061.881836
2022-04-18,2993.483887
2022-04-19,3057.570313
2022-04-20,3103.935059
2022-04-21,3077.829346
2022-04-22,2986.938721
2022-04-23,2964.802246
2022-04-24,2937.347168
2022-04-25,2922.990234
2022-04-26,3008.946289
2022-04-27,2808.645996
2022-04-28,2888.849854
2022-04-29,2936.776611
