Date,NYSE_usd
2019-04-15,12979.26953
2019-04-16,12986.29981
2019-04-17,12984.33008
2019-04-18,12912.17969
2019-04-22,12900.41016
2019-04-23,12916.66992
2019-04-24,12993.86035
2019-04-25,12907.08008
2019-04-26,12923.66016
2019-04-29,12992.73047
2019-04-30,13027.50977
2019-05-01,13066.08008
2019-05-02,12939.04004
2019-05-03,12977.32031
2019-05-06,13037.87988
2019-05-07,12883.05957
2019-05-08,12766.96973
2019-05-09,12673.62012
2019-05-10,12702.07031
2019-05-13,12617.21973
2019-05-14,12560.99023
2019-05-15,12559.66016
2019-05-16,12676.04981
2019-05-17,12652.38965
2019-05-20,12615.66992
2019-05-21,12668.33008
2019-05-22,12682.51953
2019-05-23,12569.33984
2019-05-24,12595.54004
2019-05-28,12597.70996
2019-05-29,12398.24023
2019-05-30,12402.54004
2019-05-31,12280.78027
2019-06-03,12288.50977
2019-06-04,12341.82031
2019-06-05,12607.34961
2019-06-06,12631.08984
2019-06-07,12725.37988
2019-06-10,12821.49023
2019-06-11,12867.16992
2019-06-12,12797.86035
2019-06-13,12816.42969
2019-06-14,12808.88965
2019-06-17,12789.67969
2019-06-18,12837.46973
2019-06-19,12924.26953
2019-06-20,12954.08008
2019-06-21,13068.36035
2019-06-24,13047.24023
2019-06-25,13019.98047
2019-06-26,12936.65039
2019-06-27,12912.05957
2019-06-28,12965.54981
2019-07-01,13049.70996
2019-07-02,13127.69043
2019-07-03,13152.54981
2019-07-05,13231.79981
2019-07-08,13210.87012
2019-07-09,13147.20996
2019-07-10,13137.95996
2019-07-11,13173.25977
2019-07-12,13199.84961
2019-07-15,13234.75977
2019-07-16,13232.95996
2019-07-17,13195.19043
2019-07-18,13109.29004
2019-07-19,13168.7002
2019-07-22,13111.99023
2019-07-23,13109.90039
2019-07-24,13172.54981
2019-07-25,13234.92969
2019-07-26,13169.29004
2019-07-29,13235.49023
2019-07-30,13222.75977
2019-07-31,13187.20996
2019-08-01,13053.66016
2019-08-02,12885.32031
2019-08-05,12666.29981
2019-08-06,12564.88965
2019-08-07,12627.55957
2019-08-08,12685.71973
2019-08-09,12793.24023
2019-08-12,12688.78027
2019-08-13,12589.76953
2019-08-14,12641.29004
2019-08-15,12386.25
2019-08-16,12442.23047
2019-08-19,12687.83008
2019-08-20,12687.91016
2019-08-21,12691.75977
2019-08-22,12724.20996
2019-08-23,12643.94043
2019-08-26,12430.73047
2019-08-27,12562.04004
2019-08-28,12467.37012
2019-08-29,12657.21973
2019-08-30,12740.16016
2019-09-03,12720.19043
2019-09-04,12757.25
2019-09-05,12796.32031
2019-09-06,12933.50977
2019-09-09,12975.01953
2019-09-10,12954.29004
2019-09-11,13008.33008
2019-09-12,13096.23047
2019-09-13,13150.79981
2019-09-16,13134
2019-09-17,13087.87012
2019-09-18,13109.62988
2019-09-19,13121.20996
2019-09-20,13148.41016
2019-09-23,13084.80957
2019-09-24,13087.74023
2019-09-25,12991.09961
2019-09-26,13042.2002
2019-09-27,13053.2002
2019-09-30,12988.88965
2019-10-01,13002.33008
2019-10-02,12742.08984
2019-10-03,12587.32031
2019-10-04,12689.92969
2019-10-07,12816.24023
2019-10-08,12734.54981
2019-10-09,12622.48047
2019-10-10,12688.58008
2019-10-11,12766
2019-10-14,12923.48047
2019-10-15,12897.03027
2019-10-16,12997.45996
2019-10-17,13030.50977
2019-10-18,13032.46973
2019-10-21,13019.25
2019-10-22,13097.03027
2019-10-23,13076.37988
2019-10-24,13119.65039
2019-10-25,13106.20996
2019-10-28,13183.90039
2019-10-29,13170.90039
2019-10-30,13215.87012
2019-10-31,13239.42969
2019-11-01,13231.17969
2019-11-04,13321.17969
2019-11-05,13368.24023
2019-11-06,13339.83984
2019-11-07,13376.92969
2019-11-08,13376.33984
2019-11-11,13347.29981
2019-11-12,13391.96973
2019-11-13,13387.62012
2019-11-14,13385.04981
2019-11-15,13432.75977
2019-11-18,13488.48047
2019-11-19,13489.78027
2019-11-20,13460.33984
2019-11-21,13420.33008
2019-11-22,13412.26953
2019-11-25,13471.51953
2019-11-26,13532.55957
2019-11-27,13577.51953
2019-11-29,13595.86035
2019-12-02,13554.29004
2019-12-03,13363.66016
2019-12-04,13408.08008
2019-12-05,13466.73047
2019-12-06,13515.48047
2019-12-09,13570.54004
2019-12-10,13551
2019-12-11,13554.08984
2019-12-12,13587.7002
2019-12-13,13711.25
2019-12-16,13781.65039
2019-12-17,13795.15039
2019-12-18,13805.2002
2019-12-19,13801.73047
2019-12-20,13831.66992
2019-12-23,13906.87012
2019-12-24,13902.95996
2019-12-26,13911.16016
2019-12-27,13976.84961
2019-12-30,13951.25977
2019-12-31,13852.59961
2020-01-02,13913.03027
2020-01-03,13877.48047
2020-01-06,13856.71973
2020-01-07,13911.19043
2020-01-08,13897.00977
2020-01-09,13974.07031
2020-01-10,14018.12012
2020-01-13,13980.46973
2020-01-14,14024.23047
2020-01-15,14022.29981
2020-01-16,14103.53027
2020-01-17,14168.13965
2020-01-21,14126.12012
2020-01-22,14147.88965
2020-01-23,14064.28027
2020-01-24,14120.01953
2020-01-27,13746.62988
2020-01-28,13812.65039
2020-01-29,13912.79004
2020-01-30,13745.2002
2020-01-31,13783.80957
2020-02-03,13655.88965
2020-02-04,13826.09961
2020-02-05,13964
2020-02-06,14066.90039
2020-02-07,13987.50977
2020-02-10,13904.01953
2020-02-11,13984.48047
2020-02-12,14117.83008
2020-02-13,14069.25
2020-02-14,14104.76953
2020-02-18,14047.91016
2020-02-19,14077.50977
2020-02-20,14061.04004
2020-02-21,14014.62988
2020-02-24,13654
2020-02-25,13570.20996
2020-02-26,13194.30957
2020-02-27,12841.40039
2020-02-28,12547.25
2020-03-02,12441.42969
2020-03-03,12845.05957
2020-03-04,12696.61035
2020-03-05,12740.86035
2020-03-06,12593.03027
2020-03-09,11748.61035
2020-03-10,11635.21973
2020-03-11,11523.94043
2020-03-12,10466.7002
2020-03-13,10445.44043
2020-03-16,10851.98047
2020-03-17,9726.179688
2020-03-18,9562.490234
2020-03-19,9313.759766
2020-03-20,9577.900391
2020-03-23,9014.580078
2020-03-24,9276.639648
2020-03-25,9749.799805
2020-03-26,10060.48047
2020-03-27,10135.73047
2020-03-30,10238.12988
2020-03-31,10387.73047
2020-04-01,9917.30957
2020-04-02,9815.269531
2020-04-03,10012.46973
2020-04-06,10264.12988
2020-04-07,10894.2002
2020-04-08,10641.50977
2020-04-09,11070.32031
2020-04-13,11136.61035
2020-04-14,11151.16016
2020-04-15,10861.96973
2020-04-16,10882.83008
2020-04-17,11101.32031
2020-04-20,11016.87988
2020-04-21,10763.66992
2020-04-22,10919.96973
2020-04-23,10961.24023
2020-04-24,11000.7002
2020-04-27,11106.03027
2020-04-28,11462.37988
2020-04-29,11546.40039
2020-04-30,11473.23047
2020-05-01,11158.87012
2020-05-04,10965.76953
2020-05-05,11188.96973
2020-05-06,11196.87012
2020-05-07,11140.92969
2020-05-08,11281.29981
2020-05-11,11244.25
2020-05-12,11332.41992
2020-05-13,11035.23047
2020-05-14,10661.92969
2020-05-15,10927.41016
2020-05-18,11282.88965
2020-05-19,11374.23047
2020-05-20,11408.61035
2020-05-21,11393.91992
2020-05-22,11325.08008
2020-05-26,11636.54004
2020-05-27,11787.55957
2020-05-28,11935.87988
2020-05-29,11750.96973
2020-06-01,11799.91992
2020-06-02,11900.24023
2020-06-03,12175.05957
2020-06-04,12236.74023
2020-06-05,12640.98047
2020-06-08,12734.54004
2020-06-09,12635.59961
2020-06-10,12616.62988
2020-06-11,12090.12988
2020-06-12,11999.48047
2020-06-15,11565.82031
2020-06-16,12304.13965
2020-06-17,12193.41016
2020-06-18,11994.45996
2020-06-19,12240.30957
2020-06-22,11963.29981
2020-06-23,12157.37012
2020-06-24,11956.29004
2020-06-25,11680.38965
2020-06-26,11796.40039
2020-06-29,11683.07031
2020-06-30,11736.75
2020-07-01,11907.83008
2020-07-02,12088.7002
2020-07-06,12181.29004
2020-07-07,12056.20996
2020-07-08,12023.57031
2020-07-09,12089.24023
2020-07-10,11935.29981
2020-07-13,12159.75
2020-07-14,11989.41016
2020-07-15,12377.65039
2020-07-16,12310.17969
2020-07-17,12395.75977
2020-07-20,12413.15039
2020-07-21,12492.08008
2020-07-22,12508.67969
2020-07-23,12567.16992
2020-07-24,12488.67969
2020-07-27,12481.00977
2020-07-28,12515.83984
2020-07-29,12533.45996
2020-07-30,12491.45996
2020-07-31,12509.33008
2020-08-03,12513.20996
2020-08-04,12548.92969
2020-08-05,12612.08984
2020-08-06,12702.87988
2020-08-07,12655.7002
2020-08-10,12797.78027
2020-08-11,12996.42969
2020-08-12,12984.90039
2020-08-13,12914.7002
2020-08-14,12864.74023
2020-08-17,12942.30957
2020-08-18,12967.94043
2020-08-19,12931.08008
2020-08-20,12751.29004
2020-08-21,12782.05957
2020-08-24,12904.9502
2020-08-25,13029.90039
2020-08-26,13006.17969
2020-08-27,13066.15039
2020-08-28,13115.37012
2020-08-31,13134.38965
2020-09-01,13032.04004
2020-09-02,13132.70996
2020-09-03,13253.79981
2020-09-04,13022.46973
2020-09-08,12777.54981
2020-09-09,12806.24023
2020-09-10,12924.5
2020-09-11,12779.98047
2020-09-14,12868.30957
2020-09-15,13010.96973
2020-09-16,13013.45996
2020-09-17,12866.16992
2020-09-18,12937.59961
2020-09-21,12617.4502
2020-09-22,12575.19043
2020-09-23,12630.53027
2020-09-24,12314.58008
2020-09-25,12293.88965
2020-09-28,12650.04981
2020-09-29,12660.92969
2020-09-30,12643.4502
2020-10-01,12759.66016
2020-10-02,12554.12012
2020-10-05,12842.49023
2020-10-06,12995.9502
2020-10-07,12950.55957
2020-10-08,13116.12988
2020-10-09,13256.82031
2020-10-12,13289.54981
2020-10-13,13271.25
2020-10-14,13222.36035
2020-10-15,12974.12988
2020-10-16,13183.61035
2020-10-19,13169.32031
2020-10-20,13018.50977
2020-10-21,13092.16016
2020-10-22,13040.12988
2020-10-23,13145.91992
2020-10-26,13063.79981
2020-10-27,12921.25
2020-10-28,12575.29004
2020-10-29,12409.04004
2020-10-30,12448.69043
2020-11-02,12573.33984
2020-11-03,12781.16992
2020-11-04,12916.23047
2020-11-05,13125.75
2020-11-06,13233.4502
2020-11-09,13726.20996
2020-11-10,13663.17969
2020-11-11,13779.92969
2020-11-12,13645.4502
2020-11-13,13644.9502
2020-11-16,13946.19043
2020-11-17,13880.80957
2020-11-18,13986.41016
2020-11-19,13765.51953
2020-11-20,13853.12012
2020-11-23,13827
2020-11-24,14158.70996
2020-11-25,14249.5
2020-11-27,14191.58008
2020-11-30,14140.9502
2020-12-01,14183.4502
2020-12-02,14104.05957
2020-12-03,14210.54004
2020-12-04,14299.50977
2020-12-07,14375.54981
2020-12-08,14304.13965
2020-12-09,14466.07031
2020-12-10,14310.40039
2020-12-11,14332.96973
2020-12-14,14445.36035
2020-12-15,14303.03027
2020-12-16,14426.08008
2020-12-17,14488.69043
2020-12-18,14525.74023
2020-12-21,14257.73047
2020-12-22,14368.55957
2020-12-23,14397.00977
2020-12-24,14398.62012
2020-12-28,14476.34961
2020-12-29,14500.03027
2020-12-30,14447.95996
2020-12-31,14469
2021-01-04,14601.4502
2021-01-05,14378.7002
2021-01-06,14594.48047
2021-01-07,14866.91992
2021-01-08,14990.51953
2021-01-11,14828.03027
2021-01-12,14970.78027
2021-01-13,15017.01953
2021-01-14,15063.55957
2021-01-15,14949.33984
2021-01-19,15026.63965
2021-01-20,15067.86035
2021-01-21,15102.53027
2021-01-22,14895.73047
2021-01-25,14951.83984
2021-01-26,14935.29004
2021-01-27,14867.37012
2021-01-28,14487.73047
2021-01-29,14669.51953
2021-02-01,14397.2002
2021-02-02,14596.17969
2021-02-03,14768.58008
2021-02-04,14839.05957
2021-02-05,14975.42969
2021-02-08,15069.59961
2021-02-09,15226.61035
2021-02-10,15244.40039
2021-02-11,15273.90039
2021-02-12,15297.08984
2021-02-16,15370.21973
2021-02-17,15423.01953
2021-02-18,15402.58984
2021-02-19,15290.63965
2021-02-22,15362.69043
2021-02-23,15340.46973
2021-02-24,15359.12988
2021-02-25,15539.41992
2021-02-26,15206.66992
2021-03-01,15010.46973
2021-03-02,15327.76953
2021-03-03,15277.01953
2021-03-04,15199.19043
2021-03-05,14959.41016
2021-03-08,15251.83008
2021-03-09,15288.37988
2021-03-10,15375.62988
2021-03-11,15521.83984
2021-03-12,15648
2021-03-15,15715.20996
2021-03-16,15775.5
2021-03-17,15669.29981
2021-03-18,15731.15039
2021-03-19,15589.07031
2021-03-22,15562.25977
2021-03-23,15551.58008
2021-03-24,15346.53027
2021-03-25,15276.55957
2021-03-26,15410.37012
2021-03-29,15682.54004
2021-03-30,15611.87988
2021-03-31,15626.11035
2021-04-01,15601.74023
2021-04-05,15752.24023
2021-04-06,15870.33984
2021-04-07,15877.95996
2021-04-08,15838.84961
2021-04-09,15886.55957
2021-04-12,15956.37012
2021-04-13,15977.45996
2021-04-14,15962.33984
2021-04-15,16000.15039
2021-04-16,16116.84961
2021-04-19,16186.29004
2021-04-20,16107.55957
2021-04-21,15944.61035
2021-04-22,16121.61035
2021-04-23,16030.62012
2021-04-26,16206
2021-04-27,16241.20996
2021-04-28,16273.30957
2021-04-29,16322.12988
2021-04-30,16376
2021-05-03,16219.33008
2021-05-04,16325.24023
2021-05-05,16289.26953
2021-05-06,16348.41016
2021-05-07,16459.59961
2021-05-10,16590.42969
2021-05-11,16516.83008
2021-05-12,16355.62012
2021-05-13,16042.96973
2021-05-14,16181.62988
2021-05-17,16415.35938
2021-05-18,16422.96094
2021-05-19,16337.73047
2021-05-20,16233.32031
2021-05-21,16350.4502
2021-05-24,16375
2021-05-25,16464.68945
2021-05-26,16390.18945
2021-05-27,16451.96094
2021-05-28,16531.94922
2021-06-01,16555.66016
2021-06-02,16643.32031
2021-06-03,16673.96094
2021-06-04,16632.33984
2021-06-07,16708.74023
2021-06-08,16685.14063
2021-06-09,16685.48047
2021-06-10,16620
2021-06-11,16651.42969
2021-06-14,16694.92969
2021-06-15,16662.41992
2021-06-16,16655.81055
2021-06-17,16542.75977
2021-06-18,16411.65039
2021-06-21,16143.9502
2021-06-22,16411.98047
2021-06-23,16449.00977
2021-06-24,16437.63086
2021-06-25,16558.61914
2021-06-28,16658.78906
2021-06-29,16573.7207
2021-06-30,16547.57031
2021-07-01,16555.34961
2021-07-02,16640.96094
2021-07-06,16674.84961
2021-07-07,16542.75
2021-07-08,16559.31055
2021-07-09,16359.7002
2021-07-12,16633.30078
2021-07-13,16673.14063
2021-07-14,16575.76953
2021-07-15,16543.7793
2021-07-16,16499.06055
2021-07-19,16364.66016
2021-07-20,16052.70996
2021-07-21,16321.94043
2021-07-22,16503.4707
2021-07-23,16455.91992
2021-07-26,16552.38086
2021-07-27,16565.31055
2021-07-28,16520.96094
2021-07-29,16573.56055
2021-07-30,16697.14063
2021-08-02,16602.28906
2021-08-03,16576.21094
2021-08-04,16713.46094
2021-08-05,16594.48047
2021-08-06,16695.5
2021-08-09,16748.08008
2021-08-10,16726.94922
2021-08-11,16792.7793
2021-08-12,16875.39063
2021-08-13,16871.11914
2021-08-16,16868.10938
2021-08-17,16836.74023
2021-08-18,16707.13086
2021-08-19,16550.33984
2021-08-20,16429.14063
2021-08-23,16516.67969
2021-08-24,16648.55078
2021-08-25,16741.16016
2021-08-26,16812.83984
2021-08-27,16694.32031
2021-08-30,16844.75
2021-08-31,16819.63086
2021-09-01,16806.43945
2021-09-02,16845.99023
2021-09-03,16926.7207
2021-09-07,16909.7207
2021-09-08,16801.17969
2021-09-09,16731.03906
2021-09-10,16663.11914
2021-09-13,16563.48047
2021-09-14,16635.39063
2021-09-15,16497.23047
2021-09-16,16626.88086
2021-09-17,16576.76953
2021-09-20,16460.34961
2021-09-21,16168.16992
2021-09-22,16184.5
2021-09-23,16352.17969
2021-09-24,16567.25977
2021-09-27,16539.15039
2021-09-28,16599.78906
2021-09-29,16328.78027
2021-09-30,16344.88965
2021-10-01,16144.91992
2021-10-04,16323.74023
2021-10-05,16198.55957
2021-10-06,16327.08984
2021-10-07,16338.45996
2021-10-08,16511.81055
2021-10-11,16517.23047
2021-10-12,16430.07031
2021-10-13,16441.75
2021-10-14,16513.16016
2021-10-15,16744.28906
2021-10-18,16871.74023
2021-10-19,16862
2021-10-20,16988.16016
2021-10-21,17099.21094
2021-10-22,17083.15039
2021-10-25,17122.24023
2021-10-26,17169.07031
2021-10-27,17145.15039
2021-10-28,16920.38086
2021-10-29,17077
2021-11-01,17016.41016
2021-11-02,17131.08008
2021-11-03,17115.16992
2021-11-04,17209.75
2021-11-05,17168.86914
2021-11-08,17242.35938
2021-11-09,17310.50977
2021-11-10,17286.91016
2021-11-11,17192.0293
2021-11-12,17220.41016
2021-11-15,17297.66016
2021-11-16,17285.55078
2021-11-17,17302.78906
2021-11-18,17192.66016
2021-11-19,17117.74023
2021-11-22,16973.96094
2021-11-23,16945.7793
2021-11-24,17007.90039
2021-11-26,17036.81055
2021-11-29,16624.86914
2021-11-30,16683.98047
2021-12-01,16318.96973
2021-12-02,16133.88965
2021-12-03,16475.25
2021-12-06,16347.87012
2021-12-07,16591.9707
2021-12-08,16853.57031
2021-12-09,16899.91992
2021-12-10,16780.4707
2021-12-13,16856.63086
2021-12-14,16719.57031
2021-12-15,16652.58008
2021-12-16,16813.57031
2021-12-17,16849.08984
2021-12-20,16668.64063
2021-12-21,16442.31055
2021-12-22,16744.26953
2021-12-23,16874.88086
2021-12-27,16963.43945
2021-12-28,17141.08984
2021-12-29,17134.16016
2021-12-30,17149.92969
2021-12-31,17164.24023
2022-01-03,17164.13086
2022-01-04,17226.09961
2022-01-05,17336.75977
2022-01-06,17112.59961
2022-01-07,17156.51953
2022-01-10,17166.2793
2022-01-11,17119.56055
2022-01-12,17294.53906
2022-01-13,17353.75977
2022-01-14,17259.01953
2022-01-18,17219.06055
2022-01-19,16950.91016
2022-01-20,16818.98047
2022-01-21,16663.76953
2022-01-24,16397.33984
2022-01-25,16413.9707
2022-01-26,16340.32031
2022-01-27,16236.50977
2022-01-28,16152.12012
2022-01-31,16397.85938
2022-02-01,16659.76953
2022-02-02,16829.7207
2022-02-03,16904.51953
2022-02-04,16677.39063
2022-02-07,16701.58008
2022-02-08,16722.75977
2022-02-09,16853.71094
2022-02-10,17069.66016
2022-02-11,16855.96094
2022-02-14,16664.99023
2022-02-15,16531.31055
2022-02-16,16745.83008
2022-02-17,16770.35938
2022-02-18,16492.05078
2022-02-22,16392.32031
2022-02-23,16215.62012
2022-02-24,16019.58008
2022-02-25,15995.99023
2022-02-28,16427.96094
2022-03-01,16313.88965
2022-03-02,16069.16016
2022-03-03,16380.91016
2022-03-04,16287.49023
2022-03-07,16129.66016
2022-03-08,15708.23047
2022-03-09,15625.92969
2022-03-10,15977.54004
2022-03-11,15929.55957
2022-03-14,15753.7002
2022-03-15,15694.34961
2022-03-16,15895.66992
2022-03-17,16261.5
2022-03-18,16483.58008
2022-03-21,16612.64063
2022-03-22,16606.66992
2022-03-23,16735.48047
2022-03-24,16558.5293
2022-03-25,16701.82031
2022-03-28,16792.80078
2022-03-29,16798.7207
2022-03-30,17014.75977
2022-03-31,16932.75977
2022-04-01,16670.91016
2022-04-04,16787.75
2022-04-05,16830.93945
2022-04-06,16645.05078
2022-04-07,16587.09961
2022-04-08,16631.44922
2022-04-11,16689.94922
2022-04-12,16534.19922
2022-04-13,16465.99023
2022-04-14,16614.78906
2022-04-18,16511.50977
2022-04-19,16466.21094
2022-04-20,16658.90039
2022-04-21,16761.34961
2022-04-22,16499.33008
2022-04-25,16056.87012
2022-04-26,16054.75977
2022-04-27,15694.24023
2022-04-28,15741.82031
2022-04-29,16032.67969
2022-05-02,15615.25
2022-05-03,15609.28027
2022-05-04,15729.53027
2022-05-05,16119.61035
2022-05-06,15652.61035
2022-05-09,15566.55957
2022-05-10,15057.87012
2022-05-11,15025.74023
2022-05-12,14902.13965
2022-05-13,14931.09961
2022-05-16,15257.36035
2022-05-17,15259.82031
2022-05-18,15541.91016
2022-05-19,15044.51953
2022-05-20,15035.87012
2022-05-23,15080.98047
2022-05-24,15342.95996
2022-05-25,15290.37988
2022-05-26,15412.19043
2022-05-27,15664
2022-05-31,15942.62012
2022-06-01,15827.04981
2022-06-02,15709.61035
2022-06-03,15960.53027
2022-06-06,15797.16992
2022-06-07,15848.4502
2022-06-08,16019.55957
2022-06-09,15843.83008
2022-06-10,15472.45996
2022-06-13,15096.69043
2022-06-14,14527.90039
2022-06-15,14444.63965
2022-06-16,14595.23047
2022-06-17,14142.19043
2022-06-21,14097.04981
2022-06-22,14414.25
2022-06-23,14352.78027
2022-06-24,14402.12012
2022-06-27,14811.54981
2022-06-28,14835.29981
2022-06-29,14667.32031
2022-06-30,14599.58984
2022-07-01,14487.63965
2022-07-05,14636.75977
2022-07-06,14499.49023
2022-07-07,14465.29004
2022-07-08,14676.5
2022-07-11,14642.33008
2022-07-12,14502.42969
2022-07-13,14395.04004
2022-07-14,14340.28027
2022-07-15,14171.24023
2022-07-18,14449.67969
2022-07-19,14403.17969
2022-07-20,14766.59961
2022-07-21,14778.46973
2022-07-22,14871.12988
2022-07-25,14790.79004
2022-07-26,14899.08984
2022-07-27,14793.54981
2022-07-28,15031.04004
2022-07-29,15198.80957
2022-08-01,15327.70996
2022-08-02,15286.00977
2022-08-03,15162.67969
2022-08-04,15267.16016
2022-08-05,15224.20996
2022-08-08,15273.23047
2022-08-09,15305.79981
2022-08-10,15264.79004
2022-08-11,15552.7002
2022-08-12,15602.92969
2022-08-15,15804.38965
2022-08-16,15794.33008
2022-08-17,15846.79004
2022-08-18,15734.11035
2022-08-19,15763.90039
2022-08-22,15588.32031
2022-08-23,15341.84961
2022-08-24,15338.15039
2022-08-25,15392.05957
2022-08-26,15595.24023
2022-08-29,15178.20996
2022-08-30,15118.84961
2022-08-31,14931.41992
2022-09-01,14801.24023
2022-09-02,14771.90039
2022-09-06,14689.5
2022-09-07,14631.51953
2022-09-08,14844.57031
2022-09-09,14961.76953
2022-09-12,15190.79004
2022-09-13,15352.17969
2022-09-14,14820.79004
2022-09-15,14843.20996
2022-09-16,14722.03027
2022-09-19,14573.91016
2022-09-20,14674.45996
2022-09-21,14474.71973
2022-09-22,14236.61035
2022-09-23,14116.58984
2022-09-26,13796.99023
2022-09-27,13580.38965
2022-09-28,13541.75977
2022-09-29,13833.17969
2022-09-30,13608.29004
2022-10-03,13472.17969
2022-10-04,13855.71973
2022-10-05,14319.49023
2022-10-06,14262.03027
2022-10-07,14087.37988
2022-10-10,13798.25977
2022-10-11,13693.57031
2022-10-12,13608.08984
2022-10-13,13546.79981
2022-10-14,13888.96973
2022-10-17,13607.30957
2022-10-18,13923.20996
2022-10-19,14089.2002
2022-10-20,13947.25977
2022-10-21,13840.46973
2022-10-24,14144.04981
2022-10-25,14226.11035
2022-10-26,14440.69043
2022-10-27,14531.69043
2022-10-28,14569.90039
2022-10-31,14795.62988
2022-11-01,14747.03027
2022-11-02,14790.70996
2022-11-03,14497.84961
2022-11-04,14455.66992
2022-11-07,14702.76953
2022-11-08,14808.62988
2022-11-09,14889.29981
2022-11-10,14587.75977
2022-11-11,15234.71973
2022-11-14,15320.42969
2022-11-15,15445.09961
2022-11-16,15381
2022-11-17,15090.08008
2022-11-18,15314.44043
2022-11-21,15309.76953
2022-11-22,15278.25977
2022-11-23,15481.75977
2022-11-25,15545.51953
2022-11-28,15605.66992
2022-11-29,15370.44043
2022-11-30,15433.45996
2022-12-01,15780.01953
2022-12-02,15761.12012
2022-12-05,15767.01953
2022-12-06,15474.79004
2022-12-07,15328.44043
2022-12-08,15311.79004
2022-12-09,15399.94043
2022-12-12,15291.04981
2022-12-13,15468.66992
2022-12-14,15562.54004
2022-12-15,15494.98047
2022-12-16,15182.28027
2022-12-19,15018.16992
2022-12-20,14938.03027
2022-12-21,15000.62012
2022-12-22,15219.54981
2022-12-23,15081.53027
2022-12-27,15188.4502
2022-12-28,15218.25977
2022-12-29,15037.32031
2022-12-30,15241.20996
2023-01-03,15184.30957
2023-01-04,15154.4502
2023-01-05,15350.29981
2023-01-06,15225.40039
2023-01-09,15539.74023
2023-01-10,15514.44043
2023-01-11,15608.16992
2023-01-12,15749.08984
2023-01-13,15859.54981
2023-01-17,15918.37012
2023-01-18,15883.55957
2023-01-19,15649.12988
2023-01-20,15569.62988
2023-01-23,15777.54981
2023-01-24,15880.08984
2023-01-25,15868.21973
2023-01-26,15889.26953
2023-01-27,15985.87012
2023-01-30,15962.58008
2023-01-31,15818.90039
2023-02-01,16036.38965
2023-02-02,16121.25
2023-02-03,16122.58008
2023-02-06,15999.40039
2023-02-07,15895.36035
2023-02-08,16021.62012
2023-02-09,15934.71973
2023-02-10,15828.59961
2023-02-13,15910.69043
2023-02-14,16052.25
2023-02-15,16025.11035
2023-02-16,16016.08984
2023-02-17,15873.78027
2023-02-21,15840.16016
2023-02-22,15572.51953
2023-02-23,15530.83008
2023-02-24,15584.92969
2023-02-27,15464.45996
2023-02-28,15492.92969
2023-03-01,15428.96973
2023-03-02,15436.29981
2023-03-03,15524.51953
2023-03-06,15721.05957
2023-03-07,15694.33984
2023-03-08,15439.01953
2023-03-09,15440.63965
2023-03-10,15140.79004
2023-03-13,14894.17969
2023-03-14,14764.37012
2023-03-15,14944.74023
2023-03-16,14662.54981
2023-03-17,14830.99023
2023-03-20,14599.04981
2023-03-21,14777.7002
2023-03-22,14985.9502
2023-03-23,14741.08008
2023-03-24,14693.01953
2023-03-27,14758.57031
2023-03-28,14894.84961
2023-03-29,14949.34961
2023-03-30,15123.95996
2023-03-31,15200.58984
2023-04-03,15374.91016
2023-04-04,15487.75
2023-04-05,15374.11035
2023-04-06,15368.25977
2023-04-10,15379.12988
2023-04-11,15427.17969
2023-04-12,15520.91992
2023-04-13,15500.92969
2023-04-14,15630.88965
2023-04-17,15601.78027
2023-04-18,15668.33984
2023-04-19,15684.95996
2023-04-20,15653.62012
2023-04-21,15582.94043
2023-04-24,15578.92969
2023-04-25,15606.70996
2023-04-26,15363.53027
2023-04-27,15228.58008
2023-04-28,15431.63965
2023-05-01,15545.87988
2023-05-02,15535.88965
2023-05-03,15314.57031
2023-05-04,15233.84961
2023-05-05,15117.66992
2023-05-08,15380.87012
2023-05-09,15391.26953
2023-05-10,15352.80957
2023-05-11,15349.16992
2023-05-12,15263.07031
2023-05-15,15246.36035
2023-05-16,15322.55957
2023-05-17,15129.25
2023-05-18,15313.91992
2023-05-19,15345.42969
2023-05-22,15324.32031
2023-05-23,15318.84961
2023-05-24,15172.26953
2023-05-25,15022.88965
2023-05-26,14975.96973
2023-05-30,15078.69043
2023-05-31,14994.63965
2023-06-01,14887.13965
2023-06-02,15031.08984
2023-06-05,15345.19043
2023-06-06,15275.20996
2023-06-07,15391.79981
2023-06-08,15469.62988
2023-06-09,15502.63965
2023-06-12,15499.91016
2023-06-13,15548.46973
2023-06-14,15667.79004
2023-06-15,15642.73047
2023-06-16,15826.34961
2023-06-20,15795.12012
2023-06-21,15648.91992
2023-06-22,15657
2023-06-23,15600.7002
2023-06-26,15469.34961
2023-06-27,15518.74023
2023-06-28,15646.67969
2023-06-29,15617.36035
2023-06-30,15737.37988
2023-07-03,15875.91016
2023-07-05,15918.5
2023-07-06,15835.53027
2023-07-07,15641.66992
2023-07-10,15671.62988
2023-07-11,15748.87012
2023-07-12,15897.30957
2023-07-13,16011.28027
2023-07-14,16106.84961
2023-07-17,16040.23047
2023-07-18,16054.16992
2023-07-19,16156.50977
2023-07-20,16230.94043
2023-07-21,16263.70996
2023-07-24,16289.12012
2023-07-25,16369.13965
2023-07-26,16385.17969
2023-07-27,16418.21094
2023-07-28,16270.59961
2023-07-31,16363.25977
2023-08-01,16427.28906
