Date,Litecoin_usd
2018-03-10,188.113007
2018-03-11,177.513
2018-03-12,189.016006
2018-03-13,177.597
2018-03-14,175.936996
2018-03-15,161.201996
2018-03-16,164.817001
2018-03-17,165.188004
2018-03-18,152.537003
2018-03-19,155.475006
2018-03-20,161.520996
2018-03-21,169.557007
2018-03-22,168.723007
2018-03-23,163.576996
2018-03-24,168.533997
2018-03-25,158.863998
2018-03-26,160.164993
2018-03-27,148.960999
2018-03-28,135.490005
2018-03-29,131.925003
2018-03-30,114.804001
2018-03-31,118.637001
2018-04-01,116.904999
2018-04-02,115.237
2018-04-03,119.509003
2018-04-04,133.908005
2018-04-05,118.209
2018-04-06,118.815002
2018-04-07,113.135002
2018-04-08,116.291
2018-04-09,117.782997
2018-04-10,115.212997
2018-04-11,114.289001
2018-04-12,118.292
2018-04-13,129.274002
2018-04-14,125.223999
2018-04-15,126.668999
2018-04-16,131.968002
2018-04-17,128.710007
2018-04-18,132.376999
2018-04-19,140.041
2018-04-20,146.501007
2018-04-21,155.684998
2018-04-22,148.608002
2018-04-23,146.671997
2018-04-24,152.574997
2018-04-25,165.087006
2018-04-26,144.699005
2018-04-27,153.444
2018-04-28,145.742004
2018-04-29,152.164993
2018-04-30,153.647003
2018-05-01,148.343994
2018-05-02,148.445007
2018-05-03,151.858994
2018-05-04,160.468994
2018-05-05,168.350006
2018-05-06,178.020996
2018-05-07,171.759003
2018-05-08,164.830002
2018-05-09,159.617004
2018-05-10,157.151001
2018-05-11,149.445007
2018-05-12,137.257004
2018-05-13,141.798004
2018-05-14,144.623993
2018-05-15,147.488007
2018-05-16,139.649994
2018-05-17,139.559006
2018-05-18,132.703995
2018-05-19,135.964996
2018-05-20,135.272003
2018-05-21,139.643997
2018-05-22,134.259995
2018-05-23,128.807999
2018-05-24,119.195
2018-05-25,122.558998
2018-05-26,119.349998
2018-05-27,118.503998
2018-05-28,117.93
2018-05-29,111.844002
2018-05-30,119.540001
2018-05-31,117.318001
2018-06-01,118.028
2018-06-02,119.828003
2018-06-03,123.285004
2018-06-04,125.210999
2018-06-05,119.896004
2018-06-06,121.888
2018-06-07,121.338997
2018-06-08,121.515999
2018-06-09,120.108002
2018-06-10,117.561996
2018-06-11,106.541
2018-06-12,107.428001
2018-06-13,100.799004
2018-06-14,93.993698
2018-06-15,101.114998
2018-06-16,96.5784
2018-06-17,97.717598
2018-06-18,95.773499
2018-06-19,98.727303
2018-06-20,98.956299
2018-06-21,97.881203
2018-06-22,96.941101
2018-06-23,85.093002
2018-06-24,82.739098
2018-06-25,80.3666
2018-06-26,81.815201
2018-06-27,76.931999
2018-06-28,80.625702
2018-06-29,74.808899
2018-06-30,78.946602
2018-07-01,81.503998
2018-07-02,80.2677
2018-07-03,85.387802
2018-07-04,85.172798
2018-07-05,85.653198
2018-07-06,83.837303
2018-07-07,83.404297
2018-07-08,86.262299
2018-07-09,82.544098
2018-07-10,80.782303
2018-07-11,76.129898
2018-07-12,78.594101
2018-07-13,77.292099
2018-07-14,76.973297
2018-07-15,76.704597
2018-07-16,78.959602
2018-07-17,84.301498
2018-07-18,89.821503
2018-07-19,86.898201
2018-07-20,86.681999
2018-07-21,82.658302
2018-07-22,84.264503
2018-07-23,83.231499
2018-07-24,82.682999
2018-07-25,88.657204
2018-07-26,86.277199
2018-07-27,83.730003
2018-07-28,84.536903
2018-07-29,84.0541
2018-07-30,84.153999
2018-07-31,82.689301
2018-08-01,80.3908
2018-08-02,77.714203
2018-08-03,76.301804
2018-08-04,77.422302
2018-08-05,73.379097
2018-08-06,75.0616
2018-08-07,74.003098
2018-08-08,68.162804
2018-08-09,62.473
2018-08-10,63.974998
2018-08-11,59.487598
2018-08-12,58.217499
2018-08-13,59.4837
2018-08-14,57.004799
2018-08-15,54.679001
2018-08-16,54.535999
2018-08-17,55.329399
2018-08-18,61.556801
2018-08-19,57.222698
2018-08-20,57.908401
2018-08-21,53.771599
2018-08-22,56.6591
2018-08-23,55.193699
2018-08-24,57.604198
2018-08-25,57.923599
2018-08-26,58.051601
2018-08-27,57.2593
2018-08-28,60.226002
2018-08-29,63.029202
2018-08-30,61.765598
2018-08-31,60.422798
2018-09-01,61.7388
2018-09-02,65.984802
2018-09-03,65.817596
2018-09-04,65.319901
2018-09-05,67.6679
2018-09-06,58.320999
2018-09-07,57.342201
2018-09-08,56.126701
2018-09-09,53.2747
2018-09-10,54.993698
2018-09-11,54.6068
2018-09-12,52.389
2018-09-13,51.883301
2018-09-14,54.647598
2018-09-15,56.336899
2018-09-16,56.581001
2018-09-17,57.0201
2018-09-18,52.2938
2018-09-19,54.017502
2018-09-20,54.372799
2018-09-21,56.7827
2018-09-22,60.814602
2018-09-23,60.548302
2018-09-24,61.339298
2018-09-25,58.021
2018-09-26,57.4492
2018-09-27,57.450001
2018-09-28,63.171501
2018-09-29,61.643501
2018-09-30,61.625301
2018-10-01,61.098598
2018-10-02,60.301201
2018-10-03,59.5755
2018-10-04,57.5215
2018-10-05,58.331501
2018-10-06,58.875702
2018-10-07,57.934898
2018-10-08,58.2318
2018-10-09,59.4454
2018-10-10,58.664101
2018-10-11,57.976398
2018-10-12,50.874599
2018-10-13,53.4561
2018-10-14,53.509201
2018-10-15,52.173801
2018-10-16,54.965099
2018-10-17,54.2649
2018-10-18,53.7169
2018-10-19,52.552299
2018-10-20,53.067001
2018-10-21,53.4347
2018-10-22,52.784599
2018-10-23,52.237
2018-10-24,52.456501
2018-10-25,52.488098
2018-10-26,52.219601
2018-10-27,52.1278
2018-10-28,52.052299
2018-10-29,51.832699
2018-10-30,48.996498
2018-10-31,49.337799
2018-11-01,49.562302
2018-11-02,50.3395
2018-11-03,51.2976
2018-11-04,50.986198
2018-11-05,53.5933
2018-11-06,53.702499
2018-11-07,56.043999
2018-11-08,54.192402
2018-11-09,52.3647
2018-11-10,51.9268
2018-11-11,52.318901
2018-11-12,51.4771
2018-11-13,50.634899
2018-11-14,49.578899
2018-11-15,43.727699
2018-11-16,43.961102
2018-11-17,42.4888
2018-11-18,42.0882
2018-11-19,42.339401
2018-11-20,36.572498
2018-11-21,33.065201
2018-11-22,34.692799
2018-11-23,32.022202
2018-11-24,32.259701
2018-11-25,29.226801
2018-11-26,30.8687
2018-11-27,29.409599
2018-11-28,31.116899
2018-11-29,34.71944
2018-11-30,33.799175
2018-12-01,32.130596
2018-12-02,34.262409
2018-12-03,33.810291
2018-12-04,31.005577
2018-12-05,31.215851
2018-12-06,29.248985
2018-12-07,26.907946
2018-12-08,25.128456
2018-12-09,24.803595
2018-12-10,25.911686
2018-12-11,24.600491
2018-12-12,23.795937
2018-12-13,24.530657
2018-12-14,23.646481
2018-12-15,23.462881
2018-12-16,23.787989
2018-12-17,25.682781
2018-12-18,29.266506
2018-12-19,30.327751
2018-12-20,29.604042
2018-12-21,32.732635
2018-12-22,30.82662
2018-12-23,31.992167
2018-12-24,33.473583
2018-12-25,33.401596
2018-12-26,31.093464
2018-12-27,30.962173
2018-12-28,28.300598
2018-12-29,32.558426
2018-12-30,31.423141
2018-12-31,31.977234
2019-01-01,30.458393
2019-01-02,32.021229
2019-01-03,33.353573
2019-01-04,32.016525
2019-01-05,32.345547
2019-01-06,34.847218
2019-01-07,39.279751
2019-01-08,37.918991
2019-01-09,39.446453
2019-01-10,38.987137
2019-01-11,33.683475
2019-01-12,32.456207
2019-01-13,32.395824
2019-01-14,30.378098
2019-01-15,32.384205
2019-01-16,31.438589
2019-01-17,31.850113
2019-01-18,31.91345
2019-01-19,31.480209
2019-01-20,32.490044
2019-01-21,31.188656
2019-01-22,31.213305
2019-01-23,31.669024
2019-01-24,32.042973
2019-01-25,32.820435
2019-01-26,32.96796
2019-01-27,33.081963
2019-01-28,32.517124
2019-01-29,31.235544
2019-01-30,31.066559
2019-01-31,31.890856
2019-02-01,31.719522
2019-02-02,32.817982
2019-02-03,34.43121
2019-02-04,33.464359
2019-02-05,34.009163
2019-02-06,34.347305
2019-02-07,32.905396
2019-02-08,33.235271
2019-02-09,43.021866
2019-02-10,44.763634
2019-02-11,46.881832
2019-02-12,43.168873
2019-02-13,43.83334
2019-02-14,41.875496
2019-02-15,41.643276
2019-02-16,42.759766
2019-02-17,43.396259
2019-02-18,43.88195
2019-02-19,48.136169
2019-02-20,47.820896
2019-02-21,51.835323
2019-02-22,49.132931
2019-02-23,49.671822
2019-02-24,51.68029
2019-02-25,44.575947
2019-02-26,46.17646
2019-02-27,45.498642
2019-02-28,45.616497
2019-03-01,46.235413
2019-03-02,47.481236
2019-03-03,49.021946
2019-03-04,48.334953
2019-03-05,46.523563
2019-03-06,53.020226
2019-03-07,55.837769
2019-03-08,57.435509
2019-03-09,56.001781
2019-03-10,58.09853
2019-03-11,57.187702
2019-03-12,55.413017
2019-03-13,57.075665
2019-03-14,55.860012
2019-03-15,56.541637
2019-03-16,58.994133
2019-03-17,61.881493
2019-03-18,61.284283
2019-03-19,60.224297
2019-03-20,60.677914
2019-03-21,60.867493
2019-03-22,59.302612
2019-03-23,59.791531
2019-03-24,61.242916
2019-03-25,60.302681
2019-03-26,59.508308
2019-03-27,59.407898
2019-03-28,62.222458
2019-03-29,61.167595
2019-03-30,61.254097
2019-03-31,60.638481
2019-04-01,60.769836
2019-04-02,60.704704
2019-04-03,76.256302
2019-04-04,85.173927
2019-04-05,85.037949
2019-04-06,88.707771
2019-04-07,92.421371
2019-04-08,92.327896
2019-04-09,89.497734
2019-04-10,86.77433
2019-04-11,88.393532
2019-04-12,79.632645
2019-04-13,78.946709
2019-04-14,78.204674
2019-04-15,83.014893
2019-04-16,79.038223
2019-04-17,81.352409
2019-04-18,79.392204
2019-04-19,82.098816
2019-04-20,82.550385
2019-04-21,81.522018
2019-04-22,77.294411
2019-04-23,76.8535
2019-04-24,74.753876
2019-04-25,73.245316
2019-04-26,71.363304
2019-04-27,73.213371
2019-04-28,72.120308
2019-04-29,69.784256
2019-04-30,67.950584
2019-05-01,74.303352
2019-05-02,73.682755
2019-05-03,73.76445
2019-05-04,79.307938
2019-05-05,78.004234
2019-05-06,76.028984
2019-05-07,74.979942
2019-05-08,74.647369
2019-05-09,74.593979
2019-05-10,74.18959
2019-05-11,77.16275
2019-05-12,89.539299
2019-05-13,84.632576
2019-05-14,88.053047
2019-05-15,91.661552
2019-05-16,101.573143
2019-05-17,95.632607
2019-05-18,89.010017
2019-05-19,86.675331
2019-05-20,95.339371
2019-05-21,91.572083
2019-05-22,91.505104
2019-05-23,88.197609
2019-05-24,88.973946
2019-05-25,100.04554
2019-05-26,102.700592
2019-05-27,111.435295
2019-05-28,117.891891
2019-05-29,114.925446
2019-05-30,115.140594
2019-05-31,108.69622
2019-06-01,114.466255
2019-06-02,112.710167
2019-06-03,114.668709
2019-06-04,107.372932
2019-06-05,102.119499
2019-06-06,103.806831
2019-06-07,110.975151
2019-06-08,117.278076
2019-06-09,118.58606
2019-06-10,114.99556
2019-06-11,129.26413
2019-06-12,136.085831
2019-06-13,135.682114
2019-06-14,131.314011
2019-06-15,133.17981
2019-06-16,138.148788
2019-06-17,137.129944
2019-06-18,134.472092
2019-06-19,135.152664
2019-06-20,136.60228
2019-06-21,135.508514
2019-06-22,139.036957
2019-06-23,141.94516
2019-06-24,136.920868
2019-06-25,135.580948
2019-06-26,136.477005
2019-06-27,131.223007
2019-06-28,114.41111
2019-06-29,120.155098
2019-06-30,133.72464
2019-07-01,122.114136
2019-07-02,122.556335
2019-07-03,119.334221
2019-07-04,122.502754
2019-07-05,119.837662
2019-07-06,118.378716
2019-07-07,118.026009
2019-07-08,120.283493
2019-07-09,123.247101
2019-07-10,119.500999
2019-07-11,108.570404
2019-07-12,102.827324
2019-07-13,105.286636
2019-07-14,101.106796
2019-07-15,89.857735
2019-07-16,90.90007
2019-07-17,79.407326
2019-07-18,89.694733
2019-07-19,101.08194
2019-07-20,98.456924
2019-07-21,100.506561
2019-07-22,99.557892
2019-07-23,95.406654
2019-07-24,90.461143
2019-07-25,94.35981
2019-07-26,93.411346
2019-07-27,94.316109
2019-07-28,88.885887
2019-07-29,89.771797
2019-07-30,90.471451
2019-07-31,90.471001
2019-08-01,98.566689
2019-08-02,99.199585
2019-08-03,95.016815
2019-08-04,94.598244
2019-08-05,93.085281
2019-08-06,96.889603
2019-08-07,93.038872
2019-08-08,90.911568
2019-08-09,90.089195
2019-08-10,84.390991
2019-08-11,85.450752
2019-08-12,89.702393
2019-08-13,85.746429
2019-08-14,84.420349
2019-08-15,76.13327
2019-08-16,76.315247
2019-08-17,74.90509
2019-08-18,72.8396
2019-08-19,76.337112
2019-08-20,77.298386
2019-08-21,75.244278
2019-08-22,72.950768
2019-08-23,73.577332
2019-08-24,75.407806
2019-08-25,73.470039
2019-08-26,72.320229
2019-08-27,73.933868
2019-08-28,72.902771
2019-08-29,67.355339
2019-08-30,64.083733
2019-08-31,64.359093
2019-09-01,64.558609
2019-09-02,66.113625
2019-09-03,66.990768
2019-09-04,69.176498
2019-09-05,67.308739
2019-09-06,65.386726
2019-09-07,65.236877
2019-09-08,69.016068
2019-09-09,70.619392
2019-09-10,70.132103
2019-09-11,70.876144
2019-09-12,69.958572
2019-09-13,69.233208
2019-09-14,69.021957
2019-09-15,70.587219
2019-09-16,70.323318
2019-09-17,72.591072
2019-09-18,74.228523
2019-09-19,77.919273
2019-09-20,76.95784
2019-09-21,75.181816
2019-09-22,73.509254
2019-09-23,72.613213
2019-09-24,66.844116
2019-09-25,55.834206
2019-09-26,57.657761
2019-09-27,55.566452
2019-09-28,56.416576
2019-09-29,55.706615
2019-09-30,54.314339
2019-10-01,56.089233
2019-10-02,56.013378
2019-10-03,56.53479
2019-10-04,56.523712
2019-10-05,56.809544
2019-10-06,56.835426
2019-10-07,55.342026
2019-10-08,57.793385
2019-10-09,57.420483
2019-10-10,59.401573
2019-10-11,57.769424
2019-10-12,56.404388
2019-10-13,55.941875
2019-10-14,56.718159
2019-10-15,57.00732
2019-10-16,54.986629
2019-10-17,52.897232
2019-10-18,54.934757
2019-10-19,53.465134
2019-10-20,54.063122
2019-10-21,54.916088
2019-10-22,54.928261
2019-10-23,53.753723
2019-10-24,49.683434
2019-10-25,50.114281
2019-10-26,56.945976
2019-10-27,56.802624
2019-10-28,59.9198
2019-10-29,58.051361
2019-10-30,59.865326
2019-10-31,58.363445
2019-11-01,58.746315
2019-11-02,58.579086
2019-11-03,58.592102
2019-11-04,58.595737
2019-11-05,61.577427
2019-11-06,63.345425
2019-11-07,64.239006
2019-11-08,61.877556
2019-11-09,60.486755
2019-11-10,61.897144
2019-11-11,63.779156
2019-11-12,61.933453
2019-11-13,61.370422
2019-11-14,61.077152
2019-11-15,59.480595
2019-11-16,57.7883
2019-11-17,58.604748
2019-11-18,59.570045
2019-11-19,56.804165
2019-11-20,55.63377
2019-11-21,55.284191
2019-11-22,50.879673
2019-11-23,47.62233
2019-11-24,48.714859
2019-11-25,44.769817
2019-11-26,45.814106
2019-11-27,47.164562
2019-11-28,48.002125
2019-11-29,47.091339
2019-11-30,48.912785
2019-12-01,47.463898
2019-12-02,47.65147
2019-12-03,45.775471
2019-12-04,45.399948
2019-12-05,45.142643
2019-12-06,45.28791
2019-12-07,45.673733
2019-12-08,45.68227
2019-12-09,45.899914
2019-12-10,45.012054
2019-12-11,44.610558
2019-12-12,43.922695
2019-12-13,44.011265
2019-12-14,44.44957
2019-12-15,43.84594
2019-12-16,43.784161
2019-12-17,40.358624
2019-12-18,37.116276
2019-12-19,40.793453
2019-12-20,39.939907
2019-12-21,40.304817
2019-12-22,40.010098
2019-12-23,41.954311
2019-12-24,40.862877
2019-12-25,40.73457
2019-12-26,40.608425
2019-12-27,40.261745
2019-12-28,41.165157
2019-12-29,42.797741
2019-12-30,43.753933
2019-12-31,42.766113
2020-01-01,41.326534
2020-01-02,42.018085
2020-01-03,39.863129
2020-01-04,42.383526
2020-01-05,43.291382
2020-01-06,43.603893
2020-01-07,45.83868
2020-01-08,46.448353
2020-01-09,45.622269
2020-01-10,45.21154
2020-01-11,48.633858
2020-01-12,49.319157
2020-01-13,51.122311
2020-01-14,49.697361
2020-01-15,58.390266
2020-01-16,58.047962
2020-01-17,57.642967
2020-01-18,61.302834
2020-01-19,59.445709
2020-01-20,57.781528
2020-01-21,57.233521
2020-01-22,57.639591
2020-01-23,58.350388
2020-01-24,54.643814
2020-01-25,54.564056
2020-01-26,53.687065
2020-01-27,56.275341
2020-01-28,58.768562
2020-01-29,60.663769
2020-01-30,60.013916
2020-01-31,68.179039
2020-02-01,67.908516
2020-02-02,70.802345
2020-02-03,69.992584
2020-02-04,69.769485
2020-02-05,68.114609
2020-02-06,72.532379
2020-02-07,73.467918
2020-02-08,74.395378
2020-02-09,76.449097
2020-02-10,77.143051
2020-02-11,74.346077
2020-02-12,76.493523
2020-02-13,81.229721
2020-02-14,80.375511
2020-02-15,83.025452
2020-02-16,76.729309
2020-02-17,74.968086
2020-02-18,73.185623
2020-02-19,77.075516
2020-02-20,70.981949
2020-02-21,69.570442
2020-02-22,73.485863
2020-02-23,75.074013
2020-02-24,79.559517
2020-02-25,75.495399
2020-02-26,71.180382
2020-02-27,61.027927
2020-02-28,61.437935
2020-02-29,59.748737
2020-03-01,58.530544
2020-03-02,57.984009
2020-03-03,61.020573
2020-03-04,61.143494
2020-03-05,60.402779
2020-03-06,62.049889
2020-03-07,63.022015
2020-03-08,60.579117
2020-03-09,51.638126
2020-03-10,50.479828
2020-03-11,50.263767
2020-03-12,48.44923
2020-03-13,31.004513
2020-03-14,37.536198
2020-03-15,34.409904
2020-03-16,36.445911
2020-03-17,32.903088
2020-03-18,33.555664
2020-03-19,33.721718
2020-03-20,39.108093
2020-03-21,38.077866
2020-03-22,38.371738
2020-03-23,35.577431
2020-03-24,38.747993
2020-03-25,40.479458
2020-03-26,39.172966
2020-03-27,40.183334
2020-03-28,38.862179
2020-03-29,38.86528
2020-03-30,37.264854
2020-03-31,39.119137
2020-04-01,39.284687
2020-04-02,39.36348
2020-04-03,39.88763
2020-04-04,40.344578
2020-04-05,40.690037
2020-04-06,40.658787
2020-04-07,44.402138
2020-04-08,44.678623
2020-04-09,46.348034
2020-04-10,46.400341
2020-04-11,42.256741
2020-04-12,42.320835
2020-04-13,42.499252
2020-04-14,41.222858
2020-04-15,41.080093
2020-04-16,39.643715
2020-04-17,42.675053
2020-04-18,42.751598
2020-04-19,44.348003
2020-04-20,42.674625
2020-04-21,40.809624
2020-04-22,40.993271
2020-04-23,41.877735
2020-04-24,42.994709
2020-04-25,44.815205
2020-04-26,44.719917
2020-04-27,44.677433
2020-04-28,44.738171
2020-04-29,46.091522
2020-04-30,49.147854
2020-05-01,46.714264
2020-05-02,47.770359
2020-05-03,49.464958
2020-05-04,48.243027
2020-05-05,47.450291
2020-05-06,46.768917
2020-05-07,46.019604
2020-05-08,47.307724
2020-05-09,47.839458
2020-05-10,47.260593
2020-05-11,42.358269
2020-05-12,41.739216
2020-05-13,42.074535
2020-05-14,43.094921
2020-05-15,43.945839
2020-05-16,42.85136
2020-05-17,43.180321
2020-05-18,43.643074
2020-05-19,45.21331
2020-05-20,45.387444
2020-05-21,44.156235
2020-05-22,42.73037
2020-05-23,44.208248
2020-05-24,44.018593
2020-05-25,42.405674
2020-05-26,42.9272
2020-05-27,42.409096
2020-05-28,43.871845
2020-05-29,44.776535
2020-05-30,44.632866
2020-05-31,47.53928
2020-06-01,45.57423
2020-06-02,48.094391
2020-06-03,45.929836
2020-06-04,47.20063
2020-06-05,47.674435
2020-06-06,47.066727
2020-06-07,46.744019
2020-06-08,46.659168
2020-06-09,46.471443
2020-06-10,46.069267
2020-06-11,46.683582
2020-06-12,43.500725
2020-06-13,44.793709
2020-06-14,45.103828
2020-06-15,44.084526
2020-06-16,43.908958
2020-06-17,43.882442
2020-06-18,44.032356
2020-06-19,43.556366
2020-06-20,42.646275
2020-06-21,43.337345
2020-06-22,43.109253
2020-06-23,44.194988
2020-06-24,44.188141
2020-06-25,42.862835
2020-06-26,42.564304
2020-06-27,43.280907
2020-06-28,41.555561
2020-06-29,41.427532
2020-06-30,41.743965
2020-07-01,41.43354
2020-07-02,41.736717
2020-07-03,41.471855
2020-07-04,41.173149
2020-07-05,42.02216
2020-07-06,41.598076
2020-07-07,43.963493
2020-07-08,43.318398
2020-07-09,45.188488
2020-07-10,44.505367
2020-07-11,44.250656
2020-07-12,44.687767
2020-07-13,44.636101
2020-07-14,43.969219
2020-07-15,43.790375
2020-07-16,43.263828
2020-07-17,42.041271
2020-07-18,41.908268
2020-07-19,42.425865
2020-07-20,42.551159
2020-07-21,41.973995
2020-07-22,43.606789
2020-07-23,44.939594
2020-07-24,44.850105
2020-07-25,44.107262
2020-07-26,48.836586
2020-07-27,47.973759
2020-07-28,53.060986
2020-07-29,55.591705
2020-07-30,55.100842
2020-07-31,56.65485
2020-08-01,57.998138
2020-08-02,61.259525
2020-08-03,56.624901
2020-08-04,58.462353
2020-08-05,57.576206
2020-08-06,58.986931
2020-08-07,59.1483
2020-08-08,57.205868
2020-08-09,58.228046
2020-08-10,57.116756
2020-08-11,58.288845
2020-08-12,54.36639
2020-08-13,54.988716
2020-08-14,57.701302
2020-08-15,56.72636
2020-08-16,59.942123
2020-08-17,63.826542
2020-08-18,67.05616
2020-08-19,65.554649
2020-08-20,62.019966
2020-08-21,62.905972
2020-08-22,59.363056
2020-08-23,60.262802
2020-08-24,60.62326
2020-08-25,62.215099
2020-08-26,58.442039
2020-08-27,58.298702
2020-08-28,56.103962
2020-08-29,57.438873
2020-08-30,57.207737
2020-08-31,62.844059
2020-09-01,61.105076
2020-09-02,62.871326
2020-09-03,58.013084
2020-09-04,47.779217
2020-09-05,50.619232
2020-09-06,47.596558
2020-09-07,48.033924
2020-09-08,48.805126
2020-09-09,47.377357
2020-09-10,47.923195
2020-09-11,48.716854
2020-09-12,49.057728
2020-09-13,50.760929
2020-09-14,48.04966
2020-09-15,49.117363
2020-09-16,48.459633
2020-09-17,47.980671
2020-09-18,48.828274
2020-09-19,48.481586
2020-09-20,48.667938
2020-09-21,47.129139
2020-09-22,43.359463
2020-09-23,44.486065
2020-09-24,43.046337
2020-09-25,45.045551
2020-09-26,46.103172
2020-09-27,46.091331
2020-09-28,46.110626
2020-09-29,45.29805
2020-09-30,45.806763
2020-10-01,46.426956
2020-10-02,46.348965
2020-10-03,44.905697
2020-10-04,45.580982
2020-10-05,46.742477
2020-10-06,46.356865
2020-10-07,46.004665
2020-10-08,46.680595
2020-10-09,47.216053
2020-10-10,47.777119
2020-10-11,48.914909
2020-10-12,50.615707
2020-10-13,50.683041
2020-10-14,50.007183
2020-10-15,49.825611
2020-10-16,49.534931
2020-10-17,47.747189
2020-10-18,47.059418
2020-10-19,47.641457
2020-10-20,48.102547
2020-10-21,47.062843
2020-10-22,53.015892
2020-10-23,54.299412
2020-10-24,55.238728
2020-10-25,59.095585
2020-10-26,58.67482
2020-10-27,56.74575
2020-10-28,57.816078
2020-10-29,55.742558
2020-10-30,54.765961
2020-10-31,53.835037
2020-11-01,55.59026
2020-11-02,55.587322
2020-11-03,53.81741
2020-11-04,53.819469
2020-11-05,54.501873
2020-11-06,58.676193
2020-11-07,63.131111
2020-11-08,59.143646
2020-11-09,61.055016
2020-11-10,59.365467
2020-11-11,58.237267
2020-11-12,59.514549
2020-11-13,60.364937
2020-11-14,65.457199
2020-11-15,63.774155
2020-11-16,62.279919
2020-11-17,73.501122
2020-11-18,75.849861
2020-11-19,73.695679
2020-11-20,81.683632
2020-11-21,82.583153
2020-11-22,86.410118
2020-11-23,82.704285
2020-11-24,89.032753
2020-11-25,89.203506
2020-11-26,81.875198
2020-11-27,70.884369
2020-11-28,69.131828
2020-11-29,72.699623
2020-11-30,79.210464
2020-12-01,87.576599
2020-12-02,85.437561
2020-12-03,88.876465
2020-12-04,89.103928
2020-12-05,80.007393
2020-12-06,83.115913
2020-12-07,83.545494
2020-12-08,83.61647
2020-12-09,76.738403
2020-12-10,77.412209
2020-12-11,74.825752
2020-12-12,72.078712
2020-12-13,76.713165
2020-12-14,82.029449
2020-12-15,82.364372
2020-12-16,81.411545
2020-12-17,92.799393
2020-12-18,100.989052
2020-12-19,109.365532
2020-12-20,120.492813
2020-12-21,114.668312
2020-12-22,104.950577
2020-12-23,113.67897
2020-12-24,101.895035
2020-12-25,111.511726
2020-12-26,127.079193
2020-12-27,129.456619
2020-12-28,127.588303
2020-12-29,130.033264
2020-12-30,129.061859
2020-12-31,129.480286
2021-01-01,124.672768
2021-01-02,126.272964
2021-01-03,136.949402
2021-01-04,160.271164
2021-01-05,154.897552
2021-01-06,158.66597
2021-01-07,169.068222
2021-01-08,169.641525
2021-01-09,173.253754
2021-01-10,177.477188
2021-01-11,171.094833
2021-01-12,139.079987
2021-01-13,132.658936
2021-01-14,147.379745
2021-01-15,152.111526
2021-01-16,144.188187
2021-01-17,144.224838
2021-01-18,142.434647
2021-01-19,152.197556
2021-01-20,153.356094
2021-01-21,149.944092
2021-01-22,130.073837
2021-01-23,137.197693
2021-01-24,137.738708
2021-01-25,141.438278
2021-01-26,137.432922
2021-01-27,134.75145
2021-01-28,122.941254
2021-01-29,138.218521
2021-01-30,134.999252
2021-01-31,133.41803
2021-02-01,129.5746
2021-02-02,131.952911
2021-02-03,142.47673
2021-02-04,155.656479
2021-02-05,145.150635
2021-02-06,154.85408
2021-02-07,155.66954
2021-02-08,151.107513
2021-02-09,167.213989
2021-02-10,181.987457
2021-02-11,182.062744
2021-02-12,184.387146
2021-02-13,197.234329
2021-02-14,226.285873
2021-02-15,214.324997
2021-02-16,207.610443
2021-02-17,210.569031
2021-02-18,236.949249
2021-02-19,226.899292
2021-02-20,236.654907
2021-02-21,227.519623
2021-02-22,227.223816
2021-02-23,208.123413
2021-02-24,176.966766
2021-02-25,181.385422
2021-02-26,179.128525
2021-02-27,170.431427
2021-02-28,172.102188
2021-03-01,164.983139
2021-03-02,175.209686
2021-03-03,177.974365
2021-03-04,188.458313
2021-03-05,181.039963
2021-03-06,180.706329
2021-03-07,182.990692
2021-03-08,190.771271
2021-03-09,191.940048
2021-03-10,203.641586
2021-03-11,200.449753
2021-03-12,201.273666
2021-03-13,220.864532
2021-03-14,226.505508
2021-03-15,215.22728
2021-03-16,201.191208
2021-03-17,201.064163
2021-03-18,206.033142
2021-03-19,200.499222
2021-03-20,201.033401
2021-03-21,200.813843
2021-03-22,196.429901
2021-03-23,187.069107
2021-03-24,187.339081
2021-03-25,177.586411
2021-03-26,173.022186
2021-03-27,184.267288
2021-03-28,184.824356
2021-03-29,185.01561
2021-03-30,194.470825
2021-03-31,196.68895
2021-04-01,197.524368
2021-04-02,204.053619
2021-04-03,213.159744
2021-04-04,197.109772
2021-04-05,204.047775
2021-04-06,221.614639
2021-04-07,237.561569
2021-04-08,219.846619
2021-04-09,227.022171
2021-04-10,221.716019
2021-04-11,256.921326
2021-04-12,253.17601
2021-04-13,244.712189
2021-04-14,267.232483
2021-04-15,279.341156
2021-04-16,286.28067
2021-04-17,309.556641
2021-04-18,304.647034
2021-04-19,273.645142
2021-04-20,261.280304
2021-04-21,261.067902
2021-04-22,258.059418
2021-04-23,253.104797
2021-04-24,241.457794
2021-04-25,224.921844
2021-04-26,223.987137
2021-04-27,247.578278
2021-04-28,259.790955
2021-04-29,258.576996
2021-04-30,255.450577
2021-05-01,271.14267
2021-05-02,276.960419
2021-05-03,269.008301
2021-05-04,294.774261
2021-05-05,305.177399
2021-05-06,356.022125
2021-05-07,354.506836
2021-05-08,345.296875
2021-05-09,347.090027
2021-05-10,387.869171
2021-05-11,359.258087
2021-05-12,377.670532
2021-05-13,310.102386
2021-05-14,317.517212
2021-05-15,326.397919
2021-05-16,299.817963
2021-05-17,296.092438
2021-05-18,281.103333
2021-05-19,294.605591
